"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0310046752794413,2253351458.5,0.0156007560571595,0.023482238942581,0.000000000000000000000229676931862732
"transitional probability",0.0674915153691912,624592021,0.0431417867558006,0.0538877994538719,0.00000000000000000000000000000000000000000000000000000000000000000000049646239005857
"word identity",0.00299788584866426,2162447071.5,-0.00511440752121298,0.00284421201426248,0.573328393780425
"duplets",-0.023483563591764,225636497,-0.0425871400036554,-0.0290745191716428,0.000000000000000000000000326280057447178
