"subject","delta_rt","sess","trial","tgt_word","N","rt_mean","rt_median","sd","se","ci","delta","cond_order"
"r9747","D2-3","struct",10,3,12,516.291666666657,524.849999999977,101.720709059239,29.3642393787556,64.6302551100195,-11.65,"rand-struct"
"r9747","D1-3","struct",7,3,11,539.954545454545,536.5,64.9198792919021,19.5740800951275,43.6137683518448,65.1999999999534,"rand-struct"
"r9747","D1-2","struct",4,4,18,671.344444444435,656.950000000012,88.4808867511059,20.8551450090353,44.0005098180354,214.55,"rand-struct"
"r9747","D2-3","struct",12,4,17,476.688235294108,442.400000000023,144.539358317861,35.0559436119729,74.3152806322229,-63.7,"rand-struct"
"r9747","D1-3","struct",6,4,11,557.418181818174,506.099999999977,133.839663913072,40.3541770242663,89.9147096676997,150.850000000035,"rand-struct"
"h9453","D1-2","rand",7,1,11,542.345454545453,510.099999999977,160.222485086432,48.3088969100008,107.638930101772,-49.4,"rand-struct"
"h9453","D2-3","rand",11,1,13,551.692307692326,559.5,164.629515688678,45.6600123284869,99.4846206640712,81.2,"rand-struct"
"h9453","D1-3","rand",8,1,18,512.366666666665,478.299999999988,110.909358858269,26.1415865819114,55.1539265997952,31.7999999999884,"rand-struct"
"h9453","D1-2","rand",3,2,11,547.58181818182,521.5,142.076013585564,42.8375298884319,95.4479646675384,25.9,"rand-struct"
"h9453","D2-3","rand",6,2,15,540.199999999996,495.600000000035,121.822874933826,31.4545310537213,67.4632594787185,72.8,"rand-struct"
"h9453","D1-3","rand",9,2,13,422.576923076932,422.79999999993,68.1332659064344,18.8967679838824,41.172520522528,98.7000000000698,"rand-struct"
"h9453","D1-2","rand",2,3,10,522.930000000003,521.30000000001,152.545549117487,48.2391382132346,109.124512036281,-11.45,"rand-struct"
"h9453","D2-3","rand",4,3,12,571.316666666661,532.750000000015,123.144784212687,35.5488371572466,78.242463041614,1.75,"rand-struct"
"h9453","D1-3","rand",5,3,15,547.160000000002,531,139.762987129738,36.0866481046451,77.3981624664171,-9.69999999998981,"rand-struct"
"h9453","D1-2","rand",1,4,10,473.780000000001,443.5,85.3395154010644,26.9867243082381,61.0482116943413,-203.4,"rand-struct"
"h9453","D2-3","rand",10,4,11,649.363636363647,646.900000000023,133.806279917859,40.3441113709823,89.8922819945469,81.95,"rand-struct"
"h9453","D1-3","rand",12,4,10,588.649999999988,564.950000000012,157.807042864959,49.9029686269095,112.888357924257,-121.450000000012,"rand-struct"
"h9453","D1-2","struct",7,1,15,625.486666666662,621.299999999988,169.724726149918,43.8227358545497,93.9904204889765,201.1,"rand-struct"
"h9453","D2-3","struct",1,1,13,481.430769230769,420.200000000001,142.051659526946,39.3980417068581,85.840958734667,-38.6,"rand-struct"
"h9453","D1-3","struct",3,1,17,513.470588235291,458.799999999988,143.595293989329,34.8269743799779,73.829887543958,162.5,"rand-struct"
"h9453","D1-2","struct",8,2,8,504.250000000007,494.300000000017,125.689913221842,44.4380949829565,105.079397091283,49.25,"rand-struct"
"h9453","D2-3","struct",2,2,14,519.714285714286,445.050000000003,130.48021870202,34.8723052953067,75.3370353385821,-33.45,"rand-struct"
"h9453","D1-3","struct",9,2,15,519.306666666665,478.5,107.580079586383,27.7770571081153,59.5758623150184,15.8000000000175,"rand-struct"
"h9453","D1-2","struct",12,3,10,616.129999999981,568.799999999988,118.124971957639,37.3543959929657,84.501514457488,37,"rand-struct"
"h9453","D2-3","struct",4,3,15,530.813333333338,531.800000000017,123.133138551424,31.7928396650609,68.1888592847279,10.4,"rand-struct"
"h9453","D1-3","struct",11,3,11,595.690909090896,521.399999999907,141.270778680852,42.5947424296114,94.9070004977654,47.4000000000815,"rand-struct"
"h9453","D1-2","struct",10,4,13,560.546153846143,569.599999999977,149.468567572937,41.4551218811061,90.3229514099726,176.8,"rand-struct"
"h9453","D2-3","struct",6,4,3,408.833333333333,392.799999999988,40.6923006640794,23.4937107423515,101.085278657523,-46.65,"rand-struct"
"h9453","D1-3","struct",5,4,2,439.449999999983,439.449999999983,41.0829039869631,29.0500000000175,369.115247586097,130.149999999994,"rand-struct"
"q7907","D1-2","rand",8,1,16,620.231249999997,605,104.797905314628,26.1994763286571,55.8428619146203,95.3,"struct-rand"
"q7907","D2-3","rand",4,1,18,545.966666666666,509.699999999997,127.138113876208,29.9667408230447,63.2242966053532,17.6,"struct-rand"
"q7907","D1-3","rand",3,1,15,543.079999999997,492.099999999977,140.171722234857,36.1921830549876,77.6245124230217,112.900000000023,"struct-rand"
"q7907","D1-2","rand",2,2,15,546.799999999999,510,106.786128045066,27.5720597016342,59.1361866065401,-1.55,"struct-rand"
"q7907","D2-3","rand",5,2,16,541.837499999998,511.549999999988,112.941116664094,28.2352791660236,60.1820729471744,3.65,"struct-rand"
"q7907","D1-3","rand",1,2,19,559.600000000001,507.900000000001,138.826094249044,31.8488902925282,66.9120355727913,2.09999999999854,"struct-rand"
"q7907","D1-2","rand",12,3,12,609.275000000004,618.849999999977,118.291743544979,34.1478849893018,75.1589881099693,85.85,"struct-rand"
"q7907","D2-3","rand",10,3,15,577.360000000009,533,126.862359609589,32.7557204019011,70.254033071155,-11.25,"struct-rand"
"q7907","D1-3","rand",9,3,16,566.081250000007,544.25,92.3995470317338,23.0998867579335,49.2362431326795,74.5999999999767,"struct-rand"
"q7907","D1-2","rand",6,4,15,625.786666666662,606.200000000012,114.539630488234,29.5740054241122,63.4299331420447,125.8,"struct-rand"
