"Subject","Block","Trial","Session","Syll","Cond_Order","Word","Position","Dial","Prev_ISI","Prev_Pos","Curr_ISI","Curr_Pos","ISI_Diff","Pos_Diff","X","Point"
"m2208",1,7,"rand","la","rand-struct",NA,"3","2",237,711,237,711,0,0,1,"start"
"m2208",1,8,"struct","se","rand-struct","2","3","2",0,0,416,1248,0,0,145,"start"
"m2208",1,8,"struct","za","rand-struct","4","1","3",176,528,176,528,0,0,145,"start"
"m2208",1,8,"struct","be","rand-struct","4","2","1",8,24,0,0,-8,-24,146,"start"
"m2208",1,8,"rand","tu","rand-struct",NA,"3","2",0,0,321,963,0,0,1,"start"
"m2208",1,8,"rand","po","rand-struct",NA,"1","3",237,711,237,711,0,0,1,"start"
"m2208",1,8,"rand","nu","rand-struct",NA,"2","1",137,411,137,411,0,0,1,"start"
"m2208",1,9,"struct","di","rand-struct","1","3","2",0,0,90,270,0,0,158,"start"
"m2208",1,9,"struct","za","rand-struct","4","1","1",241,723,241,723,0,0,158,"start"
"m2208",1,9,"struct","be","rand-struct","4","2","3",241,723,241,723,0,0,158,"start"
"m2208",1,9,"rand","be","rand-struct",NA,"3","3",0,0,261,783,0,0,1,"start"
"m2208",1,9,"rand","mi","rand-struct",NA,"1","2",57,171,57,171,0,0,1,"start"
"m2208",1,9,"rand","se","rand-struct",NA,"2","1",39,117,39,117,0,0,1,"start"
"m2208",1,10,"struct","ki","rand-struct","2","2","2",0,0,8,24,0,0,134,"start"
"m2208",1,10,"struct","se","rand-struct","2","3","3",416,1248,416,1248,0,0,134,"start"
"m2208",1,10,"struct","nu","rand-struct","1","1","1",90,270,90,270,0,0,134,"start"
"m2208",1,10,"rand","ro","rand-struct",NA,"2","2",0,0,184,552,0,0,1,"start"
"m2208",1,10,"rand","tu","rand-struct",NA,"3","3",39,117,39,117,0,0,1,"start"
"m2208",1,10,"rand","se","rand-struct",NA,"1","1",367,1101,367,1101,0,0,1,"start"
"m2208",2,1,"struct","di","rand-struct","1","3","1",0,0,201,603,0,0,120,"start"
"m2208",2,1,"struct","mi","rand-struct","3","1","3",251,753,251,753,0,0,120,"start"
"m2208",2,1,"struct","po","rand-struct","3","2","2",130,390,130,390,0,0,121,"start"
"m2208",2,1,"rand","ga","rand-struct",NA,"3","1",0,0,94,282,0,0,1,"start"
"m2208",2,1,"rand","be","rand-struct",NA,"1","3",101,303,101,303,0,0,1,"start"
"m2208",2,1,"rand","ki","rand-struct",NA,"2","2",416,1248,416,1248,0,0,1,"start"
"m2208",2,2,"struct","di","rand-struct","1","3","3",0,0,478,1434,0,0,43,"start"
"m2208",2,2,"struct","ro","rand-struct","2","1","2",261,783,261,783,0,0,44,"start"
"m2208",2,2,"struct","ki","rand-struct","2","2","1",570,1710,570,1710,0,0,44,"start"
"m2208",2,2,"rand","nu","rand-struct",NA,"3","3",0,0,401,1203,0,0,1,"start"
"m2208",2,2,"rand","za","rand-struct",NA,"1","1",401,1203,401,1203,0,0,1,"start"
"m2208",2,2,"rand","po","rand-struct",NA,"2","2",245,735,245,735,0,0,1,"start"
"m2208",2,3,"struct","tu","rand-struct","4","3","2",0,0,564,1692,0,0,73,"start"
"m2208",2,3,"struct","ro","rand-struct","2","1","3",145,435,145,435,0,0,73,"start"
"m2208",2,3,"struct","ki","rand-struct","2","2","1",261,783,177,533,-84,-250,74,"start"
"m2208",2,3,"rand","ga","rand-struct",NA,"3","1",0,0,294,882,0,0,1,"start"
"m2208",2,3,"rand","mi","rand-struct",NA,"1","3",526,1578,526,1578,0,0,1,"start"
"m2208",2,3,"rand","po","rand-struct",NA,"2","2",107,321,107,321,0,0,1,"start"
"m2208",2,4,"struct","be","rand-struct","4","2","1",0,0,130,390,0,0,76,"start"
"m2208",2,4,"struct","tu","rand-struct","4","3","3",130,390,130,390,0,0,77,"start"
"m2208",2,4,"struct","nu","rand-struct","1","1","2",201,603,201,603,0,0,77,"start"
"m2208",2,4,"rand","mi","rand-struct",NA,"2","3",0,0,294,882,0,0,1,"start"
"m2208",2,4,"rand","di","rand-struct",NA,"3","2",101,303,101,303,0,0,1,"start"
"m2208",2,4,"rand","la","rand-struct",NA,"1","1",101,303,101,303,0,0,1,"start"
"m2208",2,5,"struct","tu","rand-struct","4","3","1",0,0,145,435,0,0,115,"start"
"m2208",2,5,"struct","mi","rand-struct","3","1","2",480,1440,480,1440,0,0,115,"start"
"m2208",2,5,"struct","po","rand-struct","3","2","3",570,1710,570,1710,0,0,115,"start"
"m2208",2,5,"rand","ki","rand-struct",NA,"3","1",0,0,245,735,0,0,1,"start"
"m2208",2,5,"rand","za","rand-struct",NA,"1","2",534,1602,534,1602,0,0,1,"start"
"m2208",2,5,"rand","mi","rand-struct",NA,"2","3",416,1248,416,1248,0,0,1,"start"
"m2208",2,6,"struct","mi","rand-struct","3","1","1",0,0,566,1698,0,0,82,"start"
"m2208",2,6,"struct","po","rand-struct","3","2","2",478,1434,478,1434,0,0,82,"start"
"m2208",2,6,"struct","la","rand-struct","3","3","3",564,1692,564,1692,0,0,82,"start"
"m2208",2,6,"rand","za","rand-struct",NA,"1","2",0,0,294,882,0,0,1,"start"
"m2208",2,6,"rand","ro","rand-struct",NA,"2","1",107,321,107,321,0,0,1,"start"
"m2208",2,6,"rand","po","rand-struct",NA,"3","3",534,1602,534,1602,0,0,1,"start"
"m2208",2,7,"struct","be","rand-struct","4","2","1",0,0,480,1440,0,0,106,"start"
"m2208",2,7,"struct","tu","rand-struct","4","3","2",145,435,145,435,0,0,106,"start"
"m2208",2,7,"struct","nu","rand-struct","1","1","3",566,1698,566,1698,0,0,107,"start"
"m2208",2,7,"rand","ro","rand-struct",NA,"2","2",0,0,526,1578,0,0,1,"start"
"m2208",2,7,"rand","tu","rand-struct",NA,"3","1",292,876,292,876,0,0,1,"start"
"m2208",2,7,"rand","ki","rand-struct",NA,"1","3",292,876,292,876,0,0,1,"start"
"m2208",2,8,"struct","di","rand-struct","1","3","1",0,0,564,1692,0,0,105,"start"
"m2208",2,8,"struct","za","rand-struct","4","1","2",566,1698,566,1698,0,0,105,"start"
"m2208",2,8,"struct","be","rand-struct","4","2","3",261,783,261,783,0,0,105,"start"
"m2208",2,8,"rand","ga","rand-struct",NA,"3","1",0,0,44,132,0,0,1,"start"
"m2208",2,8,"rand","mi","rand-struct",NA,"1","3",462,1386,462,1386,0,0,1,"start"
"m2208",2,8,"rand","po","rand-struct",NA,"2","2",527,1581,527,1581,0,0,1,"start"
"m2208",2,9,"struct","ga","rand-struct","1","2","3",0,0,201,603,0,0,138,"start"
"m2208",2,9,"struct","di","rand-struct","1","3","2",251,753,251,753,0,0,139,"start"
"m2208",2,9,"struct","mi","rand-struct","3","1","1",251,753,251,753,0,0,139,"start"
"m2208",2,9,"rand","ki","rand-struct",NA,"2","3",0,0,228,684,0,0,1,"start"
"m2208",2,9,"rand","di","rand-struct",NA,"3","1",177,531,177,531,0,0,1,"start"
"m2208",2,9,"rand","ro","rand-struct",NA,"1","2",28,84,28,84,0,0,1,"start"
"m2208",2,10,"struct","tu","rand-struct","4","3","3",0,0,480,1440,0,0,64,"start"
"m2208",2,10,"struct","mi","rand-struct","3","1","1",478,1434,478,1434,0,0,64,"start"
"m2208",2,10,"struct","po","rand-struct","3","2","2",570,1710,570,1710,0,0,64,"start"
"m2208",2,10,"rand","tu","rand-struct",NA,"3","1",0,0,527,1581,0,0,1,"start"
"m2208",2,10,"rand","ki","rand-struct",NA,"1","3",527,1581,527,1581,0,0,1,"start"
"m2208",2,10,"rand","se","rand-struct",NA,"2","2",44,132,44,132,0,0,1,"start"
"m2208",3,1,"struct","se","rand-struct","2","3","2",0,0,425,1275,0,0,55,"start"
"m2208",3,1,"struct","za","rand-struct","4","1","1",584,1752,507,1522,-77,-230,55,"start"
"m2208",3,1,"struct","be","rand-struct","4","2","3",500,1500,500,1500,0,0,56,"start"
"m2208",3,1,"rand","ro","rand-struct",NA,"3","3",0,0,55,165,0,0,1,"start"
"m2208",3,1,"rand","la","rand-struct",NA,"1","1",36,108,36,108,0,0,1,"start"
"m2208",3,1,"rand","mi","rand-struct",NA,"2","2",514,1542,514,1542,0,0,1,"start"
"m2208",3,2,"struct","nu","rand-struct","1","1","1",0,0,46,138,0,0,111,"start"
"m2208",3,2,"struct","ga","rand-struct","1","2","2",584,1752,584,1752,0,0,112,"start"
"m2208",3,2,"struct","di","rand-struct","1","3","3",418,1254,418,1254,0,0,112,"start"
"m2208",3,2,"rand","se","rand-struct",NA,"1","3",0,0,16,48,0,0,1,"start"
"m2208",3,2,"rand","di","rand-struct",NA,"2","2",55,165,55,165,0,0,1,"start"
"m2208",3,2,"rand","be","rand-struct",NA,"3","1",296,888,296,888,0,0,1,"start"
"m2208",3,3,"struct","be","rand-struct","4","2","2",0,0,418,1254,0,0,56,"start"
"m2208",3,3,"struct","tu","rand-struct","4","3","1",455,1365,455,1365,0,0,56,"start"
"m2208",3,3,"struct","mi","rand-struct","3","1","3",297,891,297,891,0,0,56,"start"
"m2208",3,3,"rand","mi","rand-struct",NA,"2","2",0,0,243,729,0,0,1,"start"
"m2208",3,3,"rand","nu","rand-struct",NA,"3","1",359,1077,359,1077,0,0,1,"start"
"m2208",3,3,"rand","se","rand-struct",NA,"1","3",243,729,243,729,0,0,1,"start"
"m2208",3,4,"struct","ro","rand-struct","2","1","2",0,0,362,1086,0,0,73,"start"
"m2208",3,4,"struct","ki","rand-struct","2","2","3",425,1275,425,1275,0,0,73,"start"
"m2208",3,4,"struct","se","rand-struct","2","3","1",500,1500,440,1320,-60,-180,74,"start"
"m2208",3,4,"rand","be","rand-struct",NA,"1","3",0,0,296,888,0,0,1,"start"
"m2208",3,4,"rand","po","rand-struct",NA,"2","2",578,1734,578,1734,0,0,1,"start"
"m2208",3,4,"rand","se","rand-struct",NA,"3","1",578,1734,578,1734,0,0,1,"start"
"m2208",3,5,"struct","ro","rand-struct","2","1","3",0,0,455,1365,0,0,72,"start"
"m2208",3,5,"struct","ki","rand-struct","2","2","1",374,1122,374,1122,0,0,72,"start"
"m2208",3,5,"struct","se","rand-struct","2","3","2",455,1365,455,1365,0,0,72,"start"
"m2208",3,5,"rand","di","rand-struct",NA,"1","1",0,0,55,165,0,0,1,"start"
"m2208",3,5,"rand","za","rand-struct",NA,"2","3",525,1575,525,1575,0,0,1,"start"
"m2208",3,5,"rand","be","rand-struct",NA,"3","2",16,48,16,48,0,0,1,"start"
"m2208",3,6,"struct","mi","rand-struct","3","1","3",0,0,13,39,0,0,58,"start"
"m2208",3,6,"struct","po","rand-struct","3","2","1",362,1086,362,1086,0,0,58,"start"
"m2208",3,6,"struct","la","rand-struct","3","3","2",297,891,297,891,0,0,59,"start"
"m2208",3,6,"rand","po","rand-struct",NA,"1","1",0,0,243,729,0,0,1,"start"
"m2208",3,6,"rand","ga","rand-struct",NA,"2","3",36,108,36,108,0,0,1,"start"
"m2208",3,6,"rand","nu","rand-struct",NA,"3","2",525,1575,525,1575,0,0,1,"start"
"m2208",3,7,"struct","ki","rand-struct","2","2","2",0,0,500,1500,0,0,62,"start"
"m2208",3,7,"struct","se","rand-struct","2","3","3",362,1086,362,1086,0,0,62,"start"
"m2208",3,7,"struct","za","rand-struct","4","1","1",6,19,0,0,-6,-19,63,"start"
"m2208",3,7,"rand","ga","rand-struct",NA,"2","1",0,0,16,48,0,0,1,"start"
"m2208",3,7,"rand","la","rand-struct",NA,"3","2",359,1077,359,1077,0,0,1,"start"
"m2208",3,7,"rand","ro","rand-struct",NA,"1","3",578,1734,578,1734,0,0,1,"start"
"m2208",3,8,"struct","mi","rand-struct","3","1","1",0,0,418,1254,0,0,23,"start"
"m2208",3,8,"struct","po","rand-struct","3","2","2",46,138,46,138,0,0,23,"start"
"m2208",3,8,"struct","la","rand-struct","3","3","3",46,138,46,138,0,0,24,"start"
"m2208",3,8,"rand","ro","rand-struct",NA,"1","1",0,0,514,1542,0,0,1,"start"
"m2208",3,8,"rand","ki","rand-struct",NA,"2","2",288,864,288,864,0,0,1,"start"
"m2208",3,8,"rand","se","rand-struct",NA,"3","3",514,1542,514,1542,0,0,1,"start"
"m2208",3,9,"struct","ro","rand-struct","2","1","2",0,0,13,39,0,0,56,"start"
"m2208",3,9,"struct","ki","rand-struct","2","2","3",584,1752,584,1752,0,0,56,"start"
"m2208",3,9,"struct","se","rand-struct","2","3","1",425,1275,368,1105,-57,-170,56,"start"
"m2208",3,9,"rand","tu","rand-struct",NA,"1","1",0,0,525,1575,0,0,1,"start"
"m2208",3,9,"rand","po","rand-struct",NA,"2","3",288,864,288,864,0,0,1,"start"
"m2208",3,9,"rand","mi","rand-struct",NA,"3","2",36,108,36,108,0,0,1,"start"
"m2208",3,10,"struct","be","rand-struct","4","2","1",0,0,297,891,0,0,111,"start"
"m2208",3,10,"struct","tu","rand-struct","4","3","3",374,1122,374,1122,0,0,112,"start"
"m2208",3,10,"struct","nu","rand-struct","1","1","2",374,1122,374,1122,0,0,112,"start"
"m2208",3,10,"rand","la","rand-struct",NA,"2","3",0,0,359,1077,0,0,1,"start"
"m2208",3,10,"rand","ki","rand-struct",NA,"3","2",296,888,296,888,0,0,1,"start"
"m2208",3,10,"rand","tu","rand-struct",NA,"1","1",288,864,281,844,-7,-20,1,"start"
"n1906",1,1,"struct","po","struct-rand","3","2","3",0,0,242,726,0,0,5,"start"
"n1906",1,1,"struct","la","struct-rand","3","3","1",138,414,138,414,0,0,5,"start"
"n1906",1,1,"struct","nu","struct-rand","1","1","2",178,534,178,534,0,0,6,"start"
"n1906",1,1,"rand","be","struct-rand",NA,"2","1",0,0,564,1692,0,0,1,"start"
"n1906",1,1,"rand","di","struct-rand",NA,"3","2",457,1371,457,1371,0,0,1,"start"
"n1906",1,1,"rand","be","struct-rand",NA,"1","3",564,1692,564,1692,0,0,1,"start"
"n1906",1,2,"struct","be","struct-rand","4","2","2",0,0,133,399,0,0,14,"start"
"n1906",1,2,"struct","tu","struct-rand","4","3","3",133,399,133,399,0,0,14,"start"
"n1906",1,2,"struct","nu","struct-rand","1","1","1",174,524,174,524,0,0,14,"start"
"n1906",1,2,"rand","tu","struct-rand",NA,"2","2",0,0,94,282,0,0,1,"start"
"n1906",1,2,"rand","be","struct-rand",NA,"3","3",94,282,94,282,0,0,1,"start"
"n1906",1,2,"rand","ro","struct-rand",NA,"1","1",560,1680,560,1680,0,0,1,"start"
"n1906",1,3,"struct","ki","struct-rand","2","2","3",0,0,114,342,0,0,12,"start"
"n1906",1,3,"struct","se","struct-rand","2","3","2",128,384,128,384,0,0,13,"start"
"n1906",1,3,"struct","za","struct-rand","4","1","1",116,348,116,348,0,0,13,"start"
"n1906",1,3,"rand","be","struct-rand",NA,"2","3",0,0,94,282,0,0,1,"start"
"n1906",1,3,"rand","tu","struct-rand",NA,"3","2",94,282,94,282,0,0,1,"start"
"n1906",1,3,"rand","la","struct-rand",NA,"1","1",84,252,84,252,0,0,1,"start"
"n1906",1,4,"struct","mi","struct-rand","3","1","1",0,0,242,726,0,0,14,"start"
"n1906",1,4,"struct","po","struct-rand","3","2","2",175,525,175,525,0,0,14,"start"
"n1906",1,4,"struct","la","struct-rand","3","3","3",178,534,178,534,0,0,15,"start"
"n1906",1,4,"rand","mi","struct-rand",NA,"1","1",0,0,449,1347,0,0,1,"start"
"n1906",1,4,"rand","ki","struct-rand",NA,"2","3",457,1371,457,1371,0,0,1,"start"
"n1906",1,4,"rand","se","struct-rand",NA,"3","2",293,879,293,879,0,0,1,"start"
"n1906",1,5,"struct","ki","struct-rand","2","2","2",0,0,138,414,0,0,1,"start"
"n1906",1,5,"struct","se","struct-rand","2","3","1",352,1056,352,1056,0,0,2,"start"
"n1906",1,5,"struct","mi","struct-rand","3","1","3",176,528,176,528,0,0,2,"start"
"n1906",1,5,"rand","za","struct-rand",NA,"2","2",0,0,560,1680,0,0,1,"start"
"n1906",1,5,"rand","ga","struct-rand",NA,"3","1",293,879,293,879,0,0,1,"start"
"n1906",1,6,"struct","mi","struct-rand","3","1","2",0,0,114,342,0,0,24,"start"
"n1906",1,6,"struct","po","struct-rand","3","2","1",176,528,176,528,0,0,25,"start"
"n1906",1,6,"struct","la","struct-rand","3","3","3",352,1056,352,1056,0,0,25,"start"
"n1906",1,6,"rand","ga","struct-rand",NA,"1","2",0,0,449,1347,0,0,1,"start"
"n1906",1,6,"rand","ro","struct-rand",NA,"2","3",449,1347,449,1347,0,0,1,"start"
"n1906",1,6,"rand","mi","struct-rand",NA,"3","1",94,282,224,672,130,390,1,"start"
"n1906",1,7,"struct","ki","struct-rand","2","2","1",0,0,178,534,0,0,19,"start"
"n1906",1,7,"struct","se","struct-rand","2","3","3",128,384,128,384,0,0,20,"start"
"n1906",1,7,"struct","nu","struct-rand","1","1","2",176,528,176,528,0,0,20,"start"
"n1906",1,7,"rand","ki","struct-rand",NA,"2","1",0,0,475,1425,0,0,1,"start"
"n1906",1,7,"rand","ga","struct-rand",NA,"3","3",560,1680,560,1680,0,0,1,"start"
"n1906",1,7,"rand","la","struct-rand",NA,"1","2",564,1692,564,1692,0,0,1,"start"
"n1906",1,8,"struct","za","struct-rand","4","1","3",0,0,138,414,0,0,12,"start"
"n1906",1,8,"struct","be","struct-rand","4","2","2",242,726,242,726,0,0,12,"start"
"n1906",1,8,"struct","tu","struct-rand","4","3","1",175,525,175,525,0,0,12,"start"
"n1906",1,8,"rand","ro","struct-rand",NA,"1","3",0,0,293,879,0,0,1,"start"
"n1906",1,8,"rand","ga","struct-rand",NA,"2","1",423,1269,423,1269,0,0,1,"start"
"n1906",1,8,"rand","za","struct-rand",NA,"3","2",423,1269,423,1269,0,0,1,"start"
"n1906",1,9,"struct","be","struct-rand","4","2","2",0,0,116,348,0,0,13,"start"
"n1906",1,9,"struct","tu","struct-rand","4","3","3",175,525,175,525,0,0,13,"start"
"n1906",1,9,"struct","nu","struct-rand","1","1","1",133,399,133,399,0,0,14,"start"
"n1906",1,9,"rand","be","struct-rand",NA,"2","3",0,0,84,252,0,0,1,"start"
"n1906",1,9,"rand","mi","struct-rand",NA,"3","1",457,1371,457,1371,0,0,1,"start"
"n1906",1,9,"rand","ro","struct-rand",NA,"1","2",84,252,84,252,0,0,1,"start"
"n1906",1,10,"struct","ga","struct-rand","1","2","3",0,0,116,348,0,0,22,"start"
"n1906",1,10,"struct","di","struct-rand","1","3","1",114,342,114,342,0,0,22,"start"
"n1906",1,10,"struct","mi","struct-rand","3","1","2",352,1056,352,1056,0,0,22,"start"
"n1906",1,10,"rand","za","struct-rand",NA,"2","1",0,0,94,282,0,0,1,"start"
"n1906",1,10,"rand","po","struct-rand",NA,"3","3",475,1425,475,1425,0,0,1,"start"
"n1906",1,10,"rand","mi","struct-rand",NA,"1","2",475,1425,475,1425,0,0,1,"start"
"n1906",2,1,"struct","nu","struct-rand","1","1","3",0,0,362,1086,0,0,6,"start"
"n1906",2,1,"struct","ga","struct-rand","1","2","2",372,1116,372,1116,0,0,6,"start"
"n1906",2,1,"struct","di","struct-rand","1","3","1",572,1716,572,1716,0,0,6,"start"
"n1906",2,1,"rand","la","struct-rand",NA,"1","2",0,0,366,1098,0,0,1,"start"
"n1906",2,1,"rand","se","struct-rand",NA,"2","3",435,1305,435,1305,0,0,1,"start"
"n1906",2,1,"rand","nu","struct-rand",NA,"3","1",340,1020,463,1390,123,370,1,"start"
"n1906",2,2,"struct","ga","struct-rand","1","2","3",0,0,155,465,0,0,19,"start"
"n1906",2,2,"struct","di","struct-rand","1","3","1",132,396,202,606,70,210,19,"start"
"n1906",2,2,"struct","mi","struct-rand","3","1","2",132,396,132,396,0,0,20,"start"
"n1906",2,2,"rand","po","struct-rand",NA,"2","1",0,0,366,1098,0,0,1,"start"
"n1906",2,2,"rand","ki","struct-rand",NA,"3","2",22,66,22,66,0,0,1,"start"
"n1906",2,2,"rand","se","struct-rand",NA,"1","3",534,1604,600,1800,66,196,1,"start"
"n1906",2,3,"struct","ki","struct-rand","2","2","1",0,0,372,1116,0,0,11,"start"
"n1906",2,3,"struct","se","struct-rand","2","3","3",288,864,288,864,0,0,12,"start"
"n1906",2,3,"struct","nu","struct-rand","1","1","2",155,465,155,465,0,0,12,"start"
"n1906",2,3,"rand","ki","struct-rand",NA,"2","2",0,0,327,981,0,0,1,"start"
"n1906",2,3,"rand","mi","struct-rand",NA,"3","3",268,804,268,804,0,0,1,"start"
"n1906",2,3,"rand","za","struct-rand",NA,"1","1",268,804,268,804,0,0,1,"start"
"n1906",2,4,"struct","la","struct-rand","3","3","1",0,0,288,864,0,0,8,"start"
"n1906",2,4,"struct","za","struct-rand","4","1","3",343,1029,343,1029,0,0,9,"start"
"n1906",2,4,"struct","be","struct-rand","4","2","2",572,1716,572,1716,0,0,9,"start"
"n1906",2,4,"rand","la","struct-rand",NA,"3","1",0,0,131,393,0,0,1,"start"
"n1906",2,4,"rand","se","struct-rand",NA,"1","2",340,1020,340,1020,0,0,1,"start"
"n1906",2,4,"rand","be","struct-rand",NA,"2","3",327,981,327,981,0,0,1,"start"
"n1906",2,5,"struct","za","struct-rand","4","1","3",0,0,553,1659,0,0,17,"start"
"n1906",2,5,"struct","be","struct-rand","4","2","1",155,465,155,465,0,0,17,"start"
"n1906",2,5,"struct","tu","struct-rand","4","3","2",343,1029,343,1029,0,0,17,"start"
"n1906",2,5,"rand","se","struct-rand",NA,"1","3",0,0,86,258,0,0,1,"start"
"n1906",2,5,"rand","po","struct-rand",NA,"2","1",327,981,327,981,0,0,1,"start"
"n1906",2,5,"rand","mi","struct-rand",NA,"3","2",331,993,331,993,0,0,1,"start"
"n1906",2,6,"struct","tu","struct-rand","4","3","2",0,0,288,864,0,0,25,"start"
"n1906",2,6,"struct","nu","struct-rand","1","1","1",343,1029,343,1029,0,0,25,"start"
"n1906",2,6,"struct","ga","struct-rand","1","2","3",572,1716,572,1716,0,0,25,"start"
"n1906",2,6,"rand","tu","struct-rand",NA,"3","1",0,0,22,66,0,0,1,"start"
"n1906",2,6,"rand","be","struct-rand",NA,"1","3",331,993,331,993,0,0,1,"start"
"n1906",2,6,"rand","za","struct-rand",NA,"2","2",435,1305,600,1800,165,495,1,"start"
"n1906",2,7,"struct","po","struct-rand","3","2","1",0,0,362,1086,0,0,16,"start"
"n1906",2,7,"struct","la","struct-rand","3","3","3",530,1590,530,1590,0,0,16,"start"
"n1906",2,7,"struct","ro","struct-rand","2","1","2",530,1590,530,1590,0,0,16,"start"
"n1906",2,7,"rand","be","struct-rand",NA,"2","3",0,0,340,1020,0,0,1,"start"
"n1906",2,7,"rand","di","struct-rand",NA,"3","1",435,1305,435,1305,0,0,1,"start"
"n1906",2,7,"rand","nu","struct-rand",NA,"1","2",268,804,268,804,0,0,1,"start"
"n1906",2,8,"struct","po","struct-rand","3","2","3",0,0,132,396,0,0,17,"start"
"n1906",2,8,"struct","la","struct-rand","3","3","1",553,1659,553,1659,0,0,17,"start"
"n1906",2,8,"struct","ro","struct-rand","2","1","2",553,1659,553,1659,0,0,18,"start"
"n1906",2,8,"rand","ro","struct-rand",NA,"2","2",0,0,131,393,0,0,1,"start"
"n1906",2,8,"rand","be","struct-rand",NA,"3","3",131,393,131,393,0,0,1,"start"
"n1906",2,8,"rand","mi","struct-rand",NA,"1","1",86,258,86,258,0,0,1,"start"
"n1906",2,9,"struct","tu","struct-rand","4","3","3",0,0,28,84,0,0,12,"start"
"n1906",2,9,"struct","nu","struct-rand","1","1","1",530,1590,530,1590,0,0,13,"start"
"n1906",2,9,"struct","ga","struct-rand","1","2","2",28,84,28,84,0,0,13,"start"
"n1906",2,9,"rand","tu","struct-rand",NA,"3","1",0,0,331,993,0,0,1,"start"
"n1906",2,9,"rand","po","struct-rand",NA,"1","2",68,204,68,204,0,0,1,"start"
"n1906",2,9,"rand","ro","struct-rand",NA,"2","3",178,536,268,806,90,270,1,"start"
"n1906",2,10,"struct","nu","struct-rand","1","1","3",0,0,372,1116,0,0,12,"start"
"n1906",2,10,"struct","ga","struct-rand","1","2","2",362,1086,362,1086,0,0,12,"start"
"n1906",2,10,"struct","di","struct-rand","1","3","1",28,84,178,534,150,450,12,"start"
"n1906",2,10,"rand","ki","struct-rand",NA,"1","1",0,0,68,204,0,0,1,"start"
"n1906",2,10,"rand","ro","struct-rand",NA,"2","2",86,258,86,258,0,0,1,"start"
"n1906",2,10,"rand","po","struct-rand",NA,"3","3",366,1098,366,1098,0,0,1,"start"
"n1906",3,1,"struct","la","struct-rand","3","3","3",0,0,301,903,0,0,26,"start"
"n1906",3,1,"struct","za","struct-rand","4","1","1",323,969,323,969,0,0,27,"start"
"n1906",3,1,"struct","be","struct-rand","4","2","2",199,597,199,597,0,0,27,"start"
"n1906",3,1,"rand","tu","struct-rand",NA,"3","3",0,0,494,1482,0,0,1,"start"
"n1906",3,1,"rand","la","struct-rand",NA,"1","2",341,1023,341,1023,0,0,1,"start"
"n1906",3,1,"rand","za","struct-rand",NA,"2","1",511,1533,511,1533,0,0,1,"start"
"n1906",3,2,"struct","ki","struct-rand","2","2","3",0,0,323,969,0,0,17,"start"
"n1906",3,2,"struct","se","struct-rand","2","3","2",350,1050,350,1050,0,0,17,"start"
"n1906",3,2,"struct","nu","struct-rand","1","1","1",231,693,231,693,0,0,17,"start"
"n1906",3,2,"rand","ki","struct-rand",NA,"2","1",0,0,28,84,0,0,1,"start"
"n1906",3,2,"rand","za","struct-rand",NA,"3","3",600,1800,600,1800,0,0,1,"start"
"n1906",3,2,"rand","mi","struct-rand",NA,"1","2",28,84,28,84,0,0,1,"start"
"n1906",3,3,"struct","se","struct-rand","2","3","1",0,0,350,1050,0,0,17,"start"
"n1906",3,3,"struct","za","struct-rand","4","1","2",104,312,104,312,0,0,17,"start"
"n1906",3,3,"struct","be","struct-rand","4","2","3",199,597,199,597,0,0,17,"start"
"n1906",3,3,"rand","se","struct-rand",NA,"3","1",0,0,600,1800,0,0,1,"start"
"n1906",3,3,"rand","la","struct-rand",NA,"1","3",582,1746,600,1800,18,54,1,"start"
"n1906",3,3,"rand","be","struct-rand",NA,"2","2",582,1746,582,1746,0,0,1,"start"
"n1906",3,4,"struct","ro","struct-rand","2","1","2",0,0,301,903,0,0,15,"start"
"n1906",3,4,"struct","ki","struct-rand","2","2","1",368,1104,368,1104,0,0,15,"start"
"n1906",3,4,"struct","se","struct-rand","2","3","3",350,1050,350,1050,0,0,15,"start"
"n1906",3,4,"rand","ro","struct-rand",NA,"1","1",0,0,582,1746,0,0,1,"start"
"n1906",3,4,"rand","ki","struct-rand",NA,"2","2",390,1170,486,1460,96,290,1,"start"
"n1906",3,4,"rand","di","struct-rand",NA,"3","3",390,1170,390,1170,0,0,1,"start"
"n1906",3,5,"struct","la","struct-rand","3","3","2",0,0,231,693,0,0,5,"start"
"n1906",3,5,"struct","ro","struct-rand","2","1","1",70,210,123,370,53,160,6,"start"
"n1906",3,5,"struct","ki","struct-rand","2","2","3",368,1104,368,1104,0,0,6,"start"
"n1906",3,5,"rand","po","struct-rand",NA,"3","3",0,0,28,84,0,0,1,"start"
"n1906",3,5,"rand","be","struct-rand",NA,"1","1",390,1170,390,1170,0,0,1,"start"
"n1906",3,5,"rand","tu","struct-rand",NA,"2","2",15,45,15,45,0,0,1,"start"
"n1906",3,6,"struct","po","struct-rand","3","2","3",0,0,231,693,0,0,11,"start"
"n1906",3,6,"struct","la","struct-rand","3","3","2",208,624,208,624,0,0,11,"start"
"n1906",3,6,"struct","za","struct-rand","4","1","1",199,597,205,617,6,20,12,"start"
"n1906",3,6,"rand","di","struct-rand",NA,"2","2",0,0,201,603,0,0,1,"start"
"n1906",3,6,"rand","za","struct-rand",NA,"3","1",494,1482,494,1482,0,0,1,"start"
"n1906",3,6,"rand","se","struct-rand",NA,"1","3",511,1533,511,1533,0,0,1,"start"
