"Subject","Block","Trial","Session","Syll","Cond_Order","Word","Position","Dial","Prev_ISI","Prev_Pos","Curr_ISI","Curr_Pos","ISI_Diff","Pos_Diff","X","Point"
"w2804",2,8,"rand","nu","rand-struct",NA,"3","1",374,1122,374,1122,0,0,1,"start"
"w2804",2,8,"rand","ga","rand-struct",NA,"1","3",575,1725,575,1725,0,0,1,"start"
"w2804",2,9,"struct","nu","rand-struct","1","1","1",0,0,128,384,0,0,7,"start"
"w2804",2,9,"struct","ga","rand-struct","1","2","3",157,471,157,471,0,0,8,"start"
"w2804",2,9,"struct","di","rand-struct","1","3","2",207,621,207,621,0,0,8,"start"
"w2804",2,9,"rand","di","rand-struct",NA,"1","1",0,0,420,1260,0,0,1,"start"
"w2804",2,9,"rand","za","rand-struct",NA,"2","3",370,1110,370,1110,0,0,1,"start"
"w2804",2,9,"rand","ro","rand-struct",NA,"3","2",470,1410,470,1410,0,0,1,"start"
"w2804",2,10,"struct","tu","rand-struct","4","3","3",0,0,15,45,0,0,10,"start"
"w2804",2,10,"struct","ro","rand-struct","2","1","2",559,1677,559,1677,0,0,10,"start"
"w2804",2,10,"struct","ki","rand-struct","2","2","1",81,243,0,0,-81,-243,11,"start"
"w2804",2,10,"rand","se","rand-struct",NA,"3","1",0,0,42,126,0,0,1,"start"
"w2804",2,10,"rand","la","rand-struct",NA,"1","2",264,792,264,792,0,0,1,"start"
"w2804",2,10,"rand","tu","rand-struct",NA,"2","3",264,792,264,792,0,0,1,"start"
"w2804",3,1,"struct","be","rand-struct","4","2","1",0,0,143,429,0,0,8,"start"
"w2804",3,1,"struct","tu","rand-struct","4","3","3",500,1500,500,1500,0,0,9,"start"
"w2804",3,1,"struct","nu","rand-struct","1","1","2",236,708,236,708,0,0,9,"start"
"w2804",3,1,"rand","mi","rand-struct",NA,"2","3",0,0,177,531,0,0,1,"start"
"w2804",3,1,"rand","za","rand-struct",NA,"3","2",158,474,158,474,0,0,1,"start"
"w2804",3,1,"rand","ki","rand-struct",NA,"1","1",158,474,54,164,-104,-310,1,"start"
"w2804",3,2,"struct","di","rand-struct","1","3","1",0,0,236,708,0,0,7,"start"
"w2804",3,2,"struct","ro","rand-struct","2","1","3",278,834,278,834,0,0,7,"start"
"w2804",3,2,"struct","ki","rand-struct","2","2","2",278,834,278,834,0,0,8,"start"
"w2804",3,2,"rand","ga","rand-struct",NA,"3","1",0,0,161,483,0,0,1,"start"
"w2804",3,2,"rand","mi","rand-struct",NA,"1","3",430,1290,430,1290,0,0,1,"start"
"w2804",3,2,"rand","nu","rand-struct",NA,"2","2",350,1050,350,1050,0,0,1,"start"
"w2804",3,3,"struct","nu","rand-struct","1","1","3",0,0,499,1497,0,0,10,"start"
"w2804",3,3,"struct","ga","rand-struct","1","2","2",143,429,143,429,0,0,10,"start"
"w2804",3,3,"struct","di","rand-struct","1","3","1",152,456,195,586,43,130,10,"start"
"w2804",3,3,"rand","tu","rand-struct",NA,"1","2",0,0,188,564,0,0,1,"start"
"w2804",3,3,"rand","mi","rand-struct",NA,"2","1",97,291,97,291,0,0,1,"start"
"w2804",3,3,"rand","ro","rand-struct",NA,"3","3",158,474,158,474,0,0,1,"start"
"w2804",3,4,"struct","la","rand-struct","3","3","2",0,0,561,1683,0,0,8,"start"
"w2804",3,4,"struct","ro","rand-struct","2","1","1",398,1194,174,524,-224,-670,8,"start"
"w2804",3,4,"struct","ki","rand-struct","2","2","3",25,75,25,75,0,0,9,"start"
"w2804",3,4,"rand","ro","rand-struct",NA,"3","1",0,0,177,531,0,0,1,"start"
"w2804",3,4,"rand","ki","rand-struct",NA,"1","2",97,291,97,291,0,0,1,"start"
"w2804",3,4,"rand","za","rand-struct",NA,"2","3",350,1050,350,1050,0,0,1,"start"
"w2804",3,5,"struct","nu","rand-struct","1","1","3",0,0,143,429,0,0,9,"start"
"w2804",3,5,"struct","ga","rand-struct","1","2","1",500,1500,473,1420,-27,-80,9,"start"
"w2804",3,5,"struct","di","rand-struct","1","3","2",70,210,70,210,0,0,9,"start"
"w2804",3,5,"rand","ro","rand-struct",NA,"1","2",0,0,70,210,0,0,1,"start"
"w2804",3,5,"rand","za","rand-struct",NA,"2","1",199,597,199,597,0,0,1,"start"
"w2804",3,5,"rand","mi","rand-struct",NA,"3","3",188,564,188,564,0,0,1,"start"
"w2804",3,6,"struct","be","rand-struct","4","2","3",0,0,152,456,0,0,8,"start"
"w2804",3,6,"struct","tu","rand-struct","4","3","1",499,1497,499,1497,0,0,9,"start"
"w2804",3,6,"struct","mi","rand-struct","3","1","2",25,75,25,75,0,0,9,"start"
"w2804",3,6,"rand","po","rand-struct",NA,"2","3",0,0,97,291,0,0,1,"start"
"w2804",3,6,"rand","tu","rand-struct",NA,"3","2",161,483,161,483,0,0,1,"start"
"w2804",3,6,"rand","mi","rand-struct",NA,"1","1",430,1290,360,1080,-70,-210,1,"start"
"w2804",3,7,"struct","la","rand-struct","3","3","2",0,0,398,1194,0,0,10,"start"
"w2804",3,7,"struct","ro","rand-struct","2","1","3",398,1194,398,1194,0,0,10,"start"
"w2804",3,7,"struct","ki","rand-struct","2","2","1",0,0,0,0,0,0,10,"start"
"w2804",3,7,"rand","za","rand-struct",NA,"3","3",0,0,70,210,0,0,1,"start"
"w2804",3,7,"rand","po","rand-struct",NA,"1","1",188,564,188,564,0,0,1,"start"
"w2804",3,7,"rand","mi","rand-struct",NA,"2","2",430,1290,430,1290,0,0,1,"start"
"w2804",3,8,"struct","ga","rand-struct","1","2","1",0,0,278,834,0,0,8,"start"
"w2804",3,8,"struct","di","rand-struct","1","3","2",499,1497,499,1497,0,0,8,"start"
"w2804",3,8,"struct","mi","rand-struct","3","1","3",70,210,70,210,0,0,9,"start"
"w2804",3,8,"rand","po","rand-struct",NA,"2","2",0,0,95,285,0,0,1,"start"
"w2804",3,8,"rand","nu","rand-struct",NA,"3","3",199,597,199,597,0,0,1,"start"
"w2804",3,8,"rand","la","rand-struct",NA,"1","1",70,210,0,0,-70,-210,1,"start"
"w2804",3,9,"struct","be","rand-struct","4","2","3",0,0,561,1683,0,0,11,"start"
"w2804",3,9,"struct","tu","rand-struct","4","3","1",25,75,0,0,-25,-75,12,"start"
"w2804",3,9,"struct","nu","rand-struct","1","1","2",152,456,152,456,0,0,12,"start"
"w2804",3,9,"rand","ki","rand-struct",NA,"2","1",0,0,95,285,0,0,1,"start"
"w2804",3,9,"rand","nu","rand-struct",NA,"3","2",199,597,199,597,0,0,1,"start"
"w2804",3,9,"rand","za","rand-struct",NA,"1","3",161,483,161,483,0,0,1,"start"
"w2804",3,10,"struct","di","rand-struct","1","3","2",0,0,500,1500,0,0,11,"start"
"w2804",3,10,"struct","mi","rand-struct","3","1","1",561,1683,421,1263,-140,-420,12,"start"
"w2804",3,10,"struct","po","rand-struct","3","2","3",236,708,236,708,0,0,12,"start"
"w2804",3,10,"rand","se","rand-struct",NA,"3","1",0,0,350,1050,0,0,1,"start"
"w2804",3,10,"rand","be","rand-struct",NA,"1","2",177,531,177,531,0,0,1,"start"
"w2804",3,10,"rand","ki","rand-struct",NA,"2","3",95,285,95,285,0,0,1,"start"
"a2012",1,1,"struct","za","rand-struct","4","1","1",156,470,156,470,0,0,67,"end"
"a2012",1,1,"struct","be","rand-struct","4","2","3",600,1800,600,1800,0,0,67,"end"
"a2012",1,1,"struct","tu","rand-struct","4","3","2",410,1230,410,1230,0,0,68,"end"
"a2012",1,1,"rand","ro","rand-struct",NA,"1","2",60,180,60,180,0,0,38,"end"
"a2012",1,1,"rand","ga","rand-struct",NA,"2","1",423,1270,423,1270,0,0,39,"end"
"a2012",1,1,"rand","be","rand-struct",NA,"3","3",0,0,0,0,0,0,39,"end"
"a2012",1,2,"struct","ki","rand-struct","2","2","1",600,1800,600,1800,0,0,46,"end"
"a2012",1,2,"struct","se","rand-struct","2","3","3",448,1344,448,1344,0,0,46,"end"
"a2012",1,2,"struct","za","rand-struct","4","1","2",594,1782,594,1782,0,0,47,"end"
"a2012",1,2,"rand","nu","rand-struct",NA,"3","3",600,1800,600,1800,0,0,40,"end"
"a2012",1,2,"rand","mi","rand-struct",NA,"1","2",600,1800,600,1800,0,0,40,"end"
"a2012",1,2,"rand","nu","rand-struct",NA,"2","1",0,0,0,0,0,0,41,"end"
"a2012",1,3,"struct","ro","rand-struct","2","1","3",573,1720,573,1720,0,0,57,"end"
"a2012",1,3,"struct","ki","rand-struct","2","2","1",600,1800,600,1800,0,0,57,"end"
"a2012",1,3,"struct","se","rand-struct","2","3","2",410,1230,410,1230,0,0,57,"end"
"a2012",1,3,"rand","di","rand-struct",NA,"2","2",600,1800,600,1800,0,0,35,"end"
"a2012",1,3,"rand","tu","rand-struct",NA,"3","3",273,820,273,820,0,0,36,"end"
"a2012",1,3,"rand","ga","rand-struct",NA,"1","1",91,274,91,274,0,0,36,"end"
"a2012",1,4,"struct","ro","rand-struct","2","1","3",0,0,0,0,0,0,56,"end"
"a2012",1,4,"struct","ki","rand-struct","2","2","1",600,1800,600,1800,0,0,56,"end"
"a2012",1,4,"struct","se","rand-struct","2","3","2",326,980,326,980,0,0,57,"end"
"a2012",1,4,"rand","tu","rand-struct",NA,"2","1",0,0,0,0,0,0,37,"end"
"a2012",1,4,"rand","be","rand-struct",NA,"3","2",240,720,240,720,0,0,37,"end"
"a2012",1,4,"rand","po","rand-struct",NA,"1","3",186,560,186,560,0,0,38,"end"
"a2012",1,5,"struct","nu","rand-struct","1","1","3",540,1620,540,1620,0,0,46,"end"
"a2012",1,5,"struct","ga","rand-struct","1","2","2",300,900,300,900,0,0,47,"end"
"a2012",1,5,"struct","di","rand-struct","1","3","1",0,0,0,0,0,0,47,"end"
"a2012",1,5,"rand","po","rand-struct",NA,"3","1",600,1800,600,1800,0,0,8,"end"
"a2012",1,5,"rand","se","rand-struct",NA,"1","2",600,1800,600,1800,0,0,9,"end"
"a2012",1,5,"rand","ro","rand-struct",NA,"2","3",600,1800,600,1800,0,0,9,"end"
"a2012",1,6,"struct","la","rand-struct","3","3","1",600,1800,600,1800,0,0,39,"end"
"a2012",1,6,"struct","za","rand-struct","4","1","3",530,1590,530,1590,0,0,39,"end"
"a2012",1,6,"struct","be","rand-struct","4","2","2",0,0,0,0,0,0,39,"end"
"a2012",1,6,"rand","tu","rand-struct",NA,"3","1",377,1131,377,1131,0,0,13,"end"
"a2012",1,6,"rand","mi","rand-struct",NA,"1","3",600,1800,600,1800,0,0,13,"end"
"a2012",1,6,"rand","po","rand-struct",NA,"2","2",0,0,0,0,0,0,13,"end"
"a2012",1,7,"struct","se","rand-struct","2","3","3",0,0,0,0,0,0,84,"end"
"a2012",1,7,"struct","mi","rand-struct","3","1","2",0,0,0,0,0,0,84,"end"
"a2012",1,7,"struct","po","rand-struct","3","2","1",0,0,0,0,0,0,84,"end"
"a2012",1,7,"rand","nu","rand-struct",NA,"2","3",0,0,0,0,0,0,57,"end"
"a2012",1,7,"rand","mi","rand-struct",NA,"3","2",0,0,0,0,0,0,57,"end"
"a2012",1,7,"rand","be","rand-struct",NA,"1","1",110,330,110,330,0,0,58,"end"
"a2012",1,8,"struct","tu","rand-struct","4","3","2",0,0,0,0,0,0,70,"end"
"a2012",1,8,"struct","ro","rand-struct","2","1","3",0,0,0,0,0,0,71,"end"
"a2012",1,8,"struct","ki","rand-struct","2","2","1",0,0,0,0,0,0,71,"end"
"a2012",1,8,"rand","ga","rand-struct",NA,"3","1",0,0,0,0,0,0,35,"end"
"a2012",1,8,"rand","ro","rand-struct",NA,"1","3",310,930,310,930,0,0,35,"end"
"a2012",1,8,"rand","di","rand-struct",NA,"2","2",63,191,63,191,0,0,36,"end"
"a2012",1,9,"struct","mi","rand-struct","3","1","1",0,0,0,0,0,0,56,"end"
"a2012",1,9,"struct","po","rand-struct","3","2","3",0,0,0,0,0,0,57,"end"
"a2012",1,9,"struct","la","rand-struct","3","3","2",0,0,0,0,0,0,57,"end"
"a2012",1,9,"rand","nu","rand-struct",NA,"2","3",600,1800,600,1800,0,0,27,"end"
"a2012",1,9,"rand","po","rand-struct",NA,"3","2",600,1800,600,1800,0,0,27,"end"
"a2012",1,9,"rand","tu","rand-struct",NA,"1","1",600,1800,600,1800,0,0,27,"end"
"a2012",1,10,"struct","po","rand-struct","3","2","1",0,0,0,0,0,0,54,"end"
"a2012",1,10,"struct","la","rand-struct","3","3","3",0,0,0,0,0,0,54,"end"
"a2012",1,10,"struct","ro","rand-struct","2","1","2",0,0,0,0,0,0,55,"end"
"a2012",1,10,"rand","tu","rand-struct",NA,"1","2",600,1800,600,1800,0,0,37,"end"
"a2012",1,10,"rand","ki","rand-struct",NA,"2","1",211,633,244,733,33,100,37,"end"
"a2012",1,10,"rand","se","rand-struct",NA,"3","3",336,1010,336,1010,0,0,37,"end"
"a2012",2,1,"struct","ga","rand-struct","1","2","3",0,0,0,0,0,0,26,"end"
"a2012",2,1,"struct","di","rand-struct","1","3","1",53,160,53,160,0,0,26,"end"
"a2012",2,1,"struct","za","rand-struct","4","1","2",0,0,0,0,0,0,27,"end"
"a2012",2,1,"rand","se","rand-struct",NA,"2","1",0,0,0,0,0,0,13,"end"
"a2012",2,1,"rand","ki","rand-struct",NA,"3","3",600,1800,600,1800,0,0,14,"end"
"a2012",2,1,"rand","za","rand-struct",NA,"1","2",340,1020,340,1020,0,0,14,"end"
"a2012",2,2,"struct","ki","rand-struct","2","2","1",0,0,0,0,0,0,34,"end"
"a2012",2,2,"struct","se","rand-struct","2","3","3",0,0,0,0,0,0,35,"end"
"a2012",2,2,"struct","mi","rand-struct","3","1","2",0,0,0,0,0,0,35,"end"
"a2012",2,2,"rand","be","rand-struct",NA,"1","2",600,1800,600,1800,0,0,10,"end"
"a2012",2,2,"rand","nu","rand-struct",NA,"2","1",600,1800,600,1800,0,0,11,"end"
"a2012",2,2,"rand","ga","rand-struct",NA,"3","3",353,1060,353,1060,0,0,11,"end"
"a2012",2,3,"struct","za","rand-struct","4","1","3",0,0,0,0,0,0,51,"end"
"a2012",2,3,"struct","be","rand-struct","4","2","2",0,0,0,0,0,0,51,"end"
"a2012",2,3,"struct","tu","rand-struct","4","3","1",0,0,0,0,0,0,51,"end"
"a2012",2,3,"rand","po","rand-struct",NA,"2","2",70,210,183,550,113,340,27,"end"
"a2012",2,3,"rand","ga","rand-struct",NA,"3","3",246,740,246,740,0,0,28,"end"
"a2012",2,3,"rand","tu","rand-struct",NA,"1","1",350,1050,350,1050,0,0,28,"end"
"a2012",2,4,"struct","be","rand-struct","4","2","2",0,0,0,0,0,0,38,"end"
"a2012",2,4,"struct","tu","rand-struct","4","3","1",290,870,290,870,0,0,38,"end"
"a2012",2,4,"struct","nu","rand-struct","1","1","3",0,0,0,0,0,0,39,"end"
"a2012",2,4,"rand","di","rand-struct",NA,"3","3",600,1800,600,1800,0,0,14,"end"
"a2012",2,4,"rand","ki","rand-struct",NA,"1","1",132,396,132,396,0,0,14,"end"
"a2012",2,4,"rand","nu","rand-struct",NA,"2","2",600,1800,600,1800,0,0,15,"end"
"a2012",2,5,"struct","ro","rand-struct","2","1","1",0,0,0,0,0,0,40,"end"
"a2012",2,5,"struct","ki","rand-struct","2","2","3",0,0,0,0,0,0,40,"end"
"a2012",2,5,"struct","se","rand-struct","2","3","2",363,1090,363,1090,0,0,41,"end"
"a2012",2,5,"rand","tu","rand-struct",NA,"1","3",0,0,0,0,0,0,23,"end"
"a2012",2,5,"rand","ki","rand-struct",NA,"2","1",446,1340,446,1340,0,0,24,"end"
"a2012",2,5,"rand","ro","rand-struct",NA,"3","2",373,1120,373,1120,0,0,24,"end"
"a2012",2,6,"struct","ga","rand-struct","1","2","3",70,210,70,210,0,0,30,"end"
"a2012",2,6,"struct","di","rand-struct","1","3","2",52,157,52,157,0,0,31,"end"
"a2012",2,6,"struct","mi","rand-struct","3","1","1",0,0,0,0,0,0,31,"end"
"a2012",2,6,"rand","tu","rand-struct",NA,"2","2",126,380,126,380,0,0,15,"end"
"a2012",2,6,"rand","za","rand-struct",NA,"3","3",250,750,250,750,0,0,15,"end"
"a2012",2,6,"rand","se","rand-struct",NA,"1","1",504,1513,504,1513,0,0,16,"end"
"a2012",2,7,"struct","ki","rand-struct","2","2","2",0,0,0,0,0,0,44,"end"
"a2012",2,7,"struct","se","rand-struct","2","3","3",202,607,202,607,0,0,45,"end"
"a2012",2,7,"struct","za","rand-struct","4","1","1",0,0,0,0,0,0,45,"end"
"a2012",2,7,"rand","nu","rand-struct",NA,"2","1",600,1800,600,1800,0,0,22,"end"
"a2012",2,7,"rand","be","rand-struct",NA,"3","2",600,1800,600,1800,0,0,22,"end"
"a2012",2,7,"rand","ro","rand-struct",NA,"1","3",600,1800,600,1800,0,0,23,"end"
"a2012",2,8,"struct","mi","rand-struct","3","1","2",0,0,0,0,0,0,70,"end"
"a2012",2,8,"struct","po","rand-struct","3","2","3",0,0,0,0,0,0,70,"end"
"a2012",2,8,"struct","la","rand-struct","3","3","1",600,1800,600,1800,0,0,71,"end"
"a2012",2,8,"rand","di","rand-struct",NA,"2","3",564,1692,564,1692,0,0,33,"end"
"a2012",2,8,"rand","po","rand-struct",NA,"3","2",0,0,0,0,0,0,33,"end"
"a2012",2,8,"rand","ga","rand-struct",NA,"1","1",600,1800,600,1800,0,0,34,"end"
"a2012",2,9,"struct","be","rand-struct","4","2","2",0,0,0,0,0,0,30,"end"
"a2012",2,9,"struct","tu","rand-struct","4","3","3",136,410,136,410,0,0,30,"end"
"a2012",2,9,"struct","ro","rand-struct","2","1","1",0,0,0,0,0,0,31,"end"
"a2012",2,9,"rand","be","rand-struct",NA,"3","1",534,1603,534,1603,0,0,14,"end"
"a2012",2,9,"rand","ro","rand-struct",NA,"1","2",600,1800,600,1800,0,0,14,"end"
"a2012",2,9,"rand","nu","rand-struct",NA,"2","3",600,1800,600,1800,0,0,15,"end"
"a2012",2,10,"struct","za","rand-struct","4","1","2",0,0,0,0,0,0,31,"end"
"a2012",2,10,"struct","be","rand-struct","4","2","3",10,30,10,30,0,0,32,"end"
"a2012",2,10,"struct","tu","rand-struct","4","3","1",600,1800,600,1800,0,0,32,"end"
"a2012",2,10,"rand","la","rand-struct",NA,"1","1",600,1800,600,1800,0,0,6,"end"
"a2012",2,10,"rand","di","rand-struct",NA,"2","3",327,981,327,981,0,0,6,"end"
"a2012",2,10,"rand","nu","rand-struct",NA,"3","2",327,981,327,981,0,0,7,"end"
"a2012",3,1,"struct","po","rand-struct","3","2","1",0,0,0,0,0,0,31,"end"
"a2012",3,1,"struct","la","rand-struct","3","3","3",73,220,73,220,0,0,32,"end"
"a2012",3,1,"struct","za","rand-struct","4","1","2",0,0,0,0,0,0,32,"end"
"a2012",3,1,"rand","be","rand-struct",NA,"1","3",310,930,310,930,0,0,3,"end"
"a2012",3,1,"rand","di","rand-struct",NA,"2","2",422,1266,422,1266,0,0,4,"end"
"a2012",3,1,"rand","ga","rand-struct",NA,"3","1",310,930,310,930,0,0,4,"end"
"a2012",3,2,"struct","ki","rand-struct","2","2","3",0,0,0,0,0,0,22,"end"
"a2012",3,2,"struct","se","rand-struct","2","3","2",42,127,42,127,0,0,22,"end"
"a2012",3,2,"struct","nu","rand-struct","1","1","1",0,0,0,0,0,0,22,"end"
"a2012",3,2,"rand","po","rand-struct",NA,"2","2",10,30,10,30,0,0,13,"end"
"a2012",3,2,"rand","ki","rand-struct",NA,"3","1",167,501,167,501,0,0,13,"end"
"a2012",3,2,"rand","la","rand-struct",NA,"1","3",600,1800,600,1800,0,0,13,"end"
"a2012",3,3,"struct","ga","rand-struct","1","2","2",70,210,70,210,0,0,62,"end"
"a2012",3,3,"struct","di","rand-struct","1","3","1",0,0,0,0,0,0,62,"end"
"a2012",3,3,"struct","za","rand-struct","4","1","3",0,0,0,0,0,0,62,"end"
"a2012",3,3,"rand","se","rand-struct",NA,"1","3",0,0,0,0,0,0,17,"end"
"a2012",3,3,"rand","di","rand-struct",NA,"2","2",600,1800,600,1800,0,0,17,"end"
"a2012",3,3,"rand","za","rand-struct",NA,"3","1",193,580,193,580,0,0,18,"end"
"a2012",3,4,"struct","nu","rand-struct","1","1","2",0,0,0,0,0,0,23,"end"
"a2012",3,4,"struct","ga","rand-struct","1","2","1",0,0,0,0,0,0,23,"end"
"a2012",3,4,"struct","di","rand-struct","1","3","3",56,168,56,168,0,0,24,"end"
"a2012",3,4,"rand","la","rand-struct",NA,"3","2",600,1800,600,1800,0,0,6,"end"
"a2012",3,4,"rand","po","rand-struct",NA,"1","1",560,1680,560,1680,0,0,6,"end"
"a2012",3,4,"rand","nu","rand-struct",NA,"2","3",517,1551,517,1551,0,0,6,"end"
"a2012",3,5,"struct","be","rand-struct","4","2","1",0,0,0,0,0,0,18,"end"
"a2012",3,5,"struct","tu","rand-struct","4","3","3",0,0,0,0,0,0,18,"end"
"a2012",3,5,"struct","mi","rand-struct","3","1","2",0,0,0,0,0,0,18,"end"
"a2012",3,5,"rand","mi","rand-struct",NA,"3","1",161,483,161,483,0,0,4,"end"
"a2012",3,5,"rand","la","rand-struct",NA,"1","3",560,1680,560,1680,0,0,5,"end"
"a2012",3,5,"rand","be","rand-struct",NA,"2","2",560,1680,560,1680,0,0,5,"end"
"a2012",3,6,"struct","tu","rand-struct","4","3","3",0,0,0,0,0,0,41,"end"
"a2012",3,6,"struct","nu","rand-struct","1","1","1",0,0,0,0,0,0,42,"end"
"a2012",3,6,"struct","ga","rand-struct","1","2","2",0,0,0,0,0,0,42,"end"
"a2012",3,6,"rand","ki","rand-struct",NA,"3","2",600,1800,600,1800,0,0,14,"end"
"a2012",3,6,"rand","la","rand-struct",NA,"1","3",600,1800,600,1800,0,0,14,"end"
"a2012",3,6,"rand","se","rand-struct",NA,"2","1",253,760,253,760,0,0,15,"end"
"a2012",3,7,"struct","di","rand-struct","1","3","1",0,0,0,0,0,0,36,"end"
"a2012",3,7,"struct","mi","rand-struct","3","1","3",0,0,0,0,0,0,37,"end"
"a2012",3,7,"struct","po","rand-struct","3","2","2",0,0,0,0,0,0,37,"end"
"a2012",3,7,"rand","se","rand-struct",NA,"1","3",161,483,161,483,0,0,12,"end"
"a2012",3,7,"rand","ro","rand-struct",NA,"2","2",149,448,149,448,0,0,12,"end"
"a2012",3,7,"rand","be","rand-struct",NA,"3","1",122,366,122,366,0,0,12,"end"
"a2012",3,8,"struct","ga","rand-struct","1","2","2",0,0,0,0,0,0,33,"end"
"a2012",3,8,"struct","di","rand-struct","1","3","1",600,1800,600,1800,0,0,33,"end"
"a2012",3,8,"struct","mi","rand-struct","3","1","3",0,0,0,0,0,0,34,"end"
"a2012",3,8,"rand","se","rand-struct",NA,"1","1",600,1800,600,1800,0,0,20,"end"
"a2012",3,8,"rand","la","rand-struct",NA,"2","3",600,1800,600,1800,0,0,20,"end"
"a2012",3,8,"rand","be","rand-struct",NA,"3","2",236,708,236,708,0,0,20,"end"
"a2012",3,9,"struct","be","rand-struct","4","2","1",0,0,0,0,0,0,61,"end"
"a2012",3,9,"struct","tu","rand-struct","4","3","2",600,1800,600,1800,0,0,62,"end"
"a2012",3,9,"struct","mi","rand-struct","3","1","3",0,0,0,0,0,0,62,"end"
"a2012",3,9,"rand","be","rand-struct",NA,"3","1",306,920,306,920,0,0,46,"end"
"a2012",3,9,"rand","ro","rand-struct",NA,"1","3",186,560,186,560,0,0,46,"end"
"a2012",3,9,"rand","nu","rand-struct",NA,"2","2",246,740,246,740,0,0,46,"end"
"a2012",3,10,"struct","be","rand-struct","4","2","1",0,0,0,0,0,0,47,"end"
"a2012",3,10,"struct","tu","rand-struct","4","3","3",224,672,224,672,0,0,47,"end"
"a2012",3,10,"struct","mi","rand-struct","3","1","2",56,168,56,168,0,0,47,"end"
"a2012",3,10,"rand","la","rand-struct",NA,"2","3",320,960,413,1240,93,280,37,"end"
"a2012",3,10,"rand","ga","rand-struct",NA,"3","1",600,1800,600,1800,0,0,37,"end"
"a2012",3,10,"rand","ki","rand-struct",NA,"1","2",600,1800,600,1800,0,0,37,"end"
"a2605",1,1,"struct","be","rand-struct","4","2","2",0,0,0,0,0,0,80,"end"
"a2605",1,1,"struct","tu","rand-struct","4","3","3",0,0,0,0,0,0,81,"end"
"a2605",1,1,"struct","mi","rand-struct","3","1","1",0,0,0,0,0,0,81,"end"
"a2605",1,1,"rand","la","rand-struct",NA,"2","1",0,0,0,0,0,0,67,"end"
"a2605",1,1,"rand","di","rand-struct",NA,"3","3",76,230,76,230,0,0,67,"end"
"a2605",1,1,"rand","be","rand-struct",NA,"1","2",46,140,46,140,0,0,68,"end"
"a2605",1,2,"struct","di","rand-struct","1","3","1",0,0,0,0,0,0,75,"end"
"a2605",1,2,"struct","za","rand-struct","4","1","2",0,0,0,0,0,0,76,"end"
"a2605",1,2,"struct","be","rand-struct","4","2","3",30,90,30,90,0,0,76,"end"
"a2605",1,2,"rand","ki","rand-struct",NA,"2","1",0,0,0,0,0,0,57,"end"
"a2605",1,2,"rand","mi","rand-struct",NA,"3","2",96,290,96,290,0,0,58,"end"
"a2605",1,2,"rand","nu","rand-struct",NA,"1","3",0,0,0,0,0,0,58,"end"
"a2605",1,3,"struct","nu","rand-struct","1","1","1",0,0,0,0,0,0,32,"end"
"a2605",1,3,"struct","ga","rand-struct","1","2","3",0,0,0,0,0,0,32,"end"
"a2605",1,3,"struct","di","rand-struct","1","3","2",0,0,0,0,0,0,32,"end"
"a2605",1,3,"rand","mi","rand-struct",NA,"1","3",47,141,47,141,0,0,17,"end"
"a2605",1,3,"rand","be","rand-struct",NA,"2","2",47,141,47,141,0,0,17,"end"
"a2605",1,3,"rand","tu","rand-struct",NA,"3","1",40,120,40,120,0,0,17,"end"
"a2605",1,4,"struct","nu","rand-struct","1","1","2",0,0,0,0,0,0,48,"end"
"a2605",1,4,"struct","ga","rand-struct","1","2","1",0,0,0,0,0,0,48,"end"
"a2605",1,4,"struct","di","rand-struct","1","3","3",0,0,0,0,0,0,49,"end"
"a2605",1,4,"rand","nu","rand-struct",NA,"3","2",0,0,0,0,0,0,35,"end"
"a2605",1,4,"rand","za","rand-struct",NA,"1","1",106,320,106,320,0,0,35,"end"
"a2605",1,4,"rand","di","rand-struct",NA,"2","3",0,0,0,0,0,0,35,"end"
"a2605",1,5,"struct","ki","rand-struct","2","2","3",0,0,0,0,0,0,32,"end"
"a2605",1,5,"struct","se","rand-struct","2","3","2",0,0,0,0,0,0,32,"end"
"a2605",1,5,"struct","mi","rand-struct","3","1","1",0,0,0,0,0,0,33,"end"
"a2605",1,5,"rand","ro","rand-struct",NA,"1","3",53,160,53,160,0,0,21,"end"
"a2605",1,5,"rand","mi","rand-struct",NA,"2","1",0,0,0,0,0,0,21,"end"
"a2605",1,5,"rand","di","rand-struct",NA,"3","2",13,40,13,40,0,0,21,"end"
"a2605",1,6,"struct","di","rand-struct","1","3","2",0,0,0,0,0,0,48,"end"
"a2605",1,6,"struct","ro","rand-struct","2","1","1",84,253,84,253,0,0,48,"end"
"a2605",1,6,"struct","ki","rand-struct","2","2","3",0,0,0,0,0,0,48,"end"
"a2605",1,6,"rand","be","rand-struct",NA,"2","1",0,0,0,0,0,0,33,"end"
"a2605",1,6,"rand","se","rand-struct",NA,"3","3",23,70,23,70,0,0,33,"end"
"a2605",1,6,"rand","nu","rand-struct",NA,"1","2",3,10,3,10,0,0,34,"end"
"a2605",1,7,"struct","se","rand-struct","2","3","2",0,0,0,0,0,0,43,"end"
"a2605",1,7,"struct","nu","rand-struct","1","1","1",0,0,0,0,0,0,43,"end"
"a2605",1,7,"struct","ga","rand-struct","1","2","3",106,320,106,320,0,0,43,"end"
"a2605",1,7,"rand","ki","rand-struct",NA,"1","2",23,70,23,70,0,0,30,"end"
