subject,trial,code,time,target_num,sess,target,tgt_word,tgt_pos
a2012,1,tu,54441.9,1,rand,tu,4,3
a2012,1,1,54860.8,0,rand,tu,4,3
a2012,1,tu,57152,2,rand,tu,4,3
a2012,1,1,57484.7,0,rand,tu,4,3
a2012,1,tu,61212.2,3,rand,tu,4,3
a2012,1,1,61668.7,0,rand,tu,4,3
a2012,1,tu,62842.3,4,rand,tu,4,3
a2012,1,tu,68532.5,5,rand,tu,4,3
a2012,1,1,68908.6,0,rand,tu,4,3
a2012,1,tu,70152.5,6,rand,tu,4,3
a2012,1,1,70716.6,0,rand,tu,4,3
a2012,1,tu,73132.7,7,rand,tu,4,3
a2012,1,1,73684.6,0,rand,tu,4,3
a2012,1,tu,76923.1,8,rand,tu,4,3
a2012,1,1,77212.5,0,rand,tu,4,3
a2012,1,tu,79903,9,rand,tu,4,3
a2012,1,1,80348.5,0,rand,tu,4,3
a2012,1,tu,84513.2,10,rand,tu,4,3
a2012,1,1,84940.4,0,rand,tu,4,3
a2012,1,tu,86673.4,11,rand,tu,4,3
a2012,1,1,87108.4,0,rand,tu,4,3
a2012,1,tu,89113.4,12,rand,tu,4,3
a2012,1,1,89692.3,0,rand,tu,4,3
a2012,1,tu,93723.6,13,rand,tu,4,3
a2012,1,tu,95343.7,14,rand,tu,4,3
a2012,1,tu,99403.9,15,rand,tu,4,3
a2012,1,1,100108.2,0,rand,tu,4,3
a2012,1,tu,102654,16,rand,tu,4,3
a2012,1,1,102980.2,0,rand,tu,4,3
a2012,1,tu,105634.2,17,rand,tu,4,3
a2012,1,1,106124.1,0,rand,tu,4,3
a2012,1,tu,108884.3,18,rand,tu,4,3
a2012,1,1,109332.1,0,rand,tu,4,3
a2012,2,1,119140,0,rand,po,3,2
a2012,2,po,120454.8,1,rand,po,3,2
a2012,2,po,122344.9,2,rand,po,3,2
a2012,2,1,122819.9,0,rand,po,3,2
a2012,2,po,125335,3,rand,po,3,2
a2012,2,1,125755.9,0,rand,po,3,2
a2012,2,po,129125.2,4,rand,po,3,2
a2012,2,1,129619.9,0,rand,po,3,2
a2012,2,po,131825.3,5,rand,po,3,2
a2012,2,1,132251.8,0,rand,po,3,2
a2012,2,1,135819.8,0,rand,po,3,2
a2012,2,po,136155.5,6,rand,po,3,2
a2012,2,po,137515.5,7,rand,po,3,2
a2012,2,po,140765.7,8,rand,po,3,2
a2012,2,1,141323.7,0,rand,po,3,2
a2012,2,po,143745.8,9,rand,po,3,2
a2012,2,1,144227.7,0,rand,po,3,2
a2012,2,po,148076,10,rand,po,3,2
a2012,2,1,148483.6,0,rand,po,3,2
a2012,2,1,150147.6,0,rand,po,3,2
a2012,2,po,150516.1,11,rand,po,3,2
a2012,2,1,151275.6,0,rand,po,3,2
a2012,2,1,153539.6,0,rand,po,3,2
a2012,2,po,154316.3,12,rand,po,3,2
a2012,2,1,154731.6,0,rand,po,3,2
a2012,2,po,156746.4,13,rand,po,3,2
a2012,2,1,162275.5,0,rand,po,3,2
a2012,2,po,162436.6,14,rand,po,3,2
a2012,2,po,166226.8,15,rand,po,3,2
a2012,2,po,168396.9,16,rand,po,3,2
a2012,2,1,168971.4,0,rand,po,3,2
a2012,2,po,169747,17,rand,po,3,2
a2012,2,1,170307.4,0,rand,po,3,2
a2012,2,po,172997.1,18,rand,po,3,2
a2012,2,1,173459.3,0,rand,po,3,2
a2012,3,di,185247.6,1,rand,di,1,3
a2012,3,di,190127.8,2,rand,di,1,3
a2012,3,1,190643.1,0,rand,di,1,3
a2012,3,di,193108,3,rand,di,1,3
a2012,3,1,193563.1,0,rand,di,1,3
a2012,3,di,195538.1,4,rand,di,1,3
a2012,3,1,196099,0,rand,di,1,3
a2012,3,di,199608.3,5,rand,di,1,3
a2012,3,1,199987,0,rand,di,1,3
a2012,3,di,201768.4,6,rand,di,1,3
a2012,3,di,204208.4,7,rand,di,1,3
a2012,3,1,204834.9,0,rand,di,1,3
a2012,3,di,207728.7,8,rand,di,1,3
a2012,3,1,208210.9,0,rand,di,1,3
a2012,3,di,211248.8,9,rand,di,1,3
a2012,3,1,212058.8,0,rand,di,1,3
a2012,3,di,215319,10,rand,di,1,3
a2012,3,1,216018.8,0,rand,di,1,3
a2012,3,di,219379.1,11,rand,di,1,3
a2012,3,1,219922.8,0,rand,di,1,3
a2012,3,di,222359.3,12,rand,di,1,3
a2012,3,1,222874.7,0,rand,di,1,3
a2012,3,di,224529.3,13,rand,di,1,3
a2012,3,1,225234.7,0,rand,di,1,3
a2012,3,di,227229.5,14,rand,di,1,3
a2012,3,1,227738.7,0,rand,di,1,3
a2012,3,di,231559.7,15,rand,di,1,3
a2012,3,1,232050.6,0,rand,di,1,3
a2012,3,di,235089.8,16,rand,di,1,3
a2012,3,1,235546.6,0,rand,di,1,3
a2012,3,di,237799.9,17,rand,di,1,3
a2012,3,di,240500,18,rand,di,1,3
a2012,3,1,240930.5,0,rand,di,1,3
a2012,4,mi,249870.5,1,rand,mi,3,1
a2012,4,1,250306.4,0,rand,mi,3,1
a2012,4,mi,250410.5,2,rand,mi,3,1
a2012,4,mi,256640.7,3,rand,mi,3,1
a2012,4,1,257218.3,0,rand,mi,3,1
a2012,4,mi,257720.8,4,rand,mi,3,1
a2012,4,1,258154.3,0,rand,mi,3,1
a2012,4,1,258586.3,0,rand,mi,3,1
a2012,4,mi,263141,5,rand,mi,3,1
a2012,4,1,263730.2,0,rand,mi,3,1
a2012,4,mi,265031.1,6,rand,mi,3,1
a2012,4,mi,269361.3,7,rand,mi,3,1
a2012,4,mi,272081.4,8,rand,mi,3,1
a2012,4,1,272594.1,0,rand,mi,3,1
a2012,4,mi,273701.5,9,rand,mi,3,1
a2012,4,1,274154.1,0,rand,mi,3,1
a2012,4,mi,276951.6,10,rand,mi,3,1
a2012,4,1,277378,0,rand,mi,3,1
a2012,4,mi,280741.8,11,rand,mi,3,1
a2012,4,1,281250,0,rand,mi,3,1
a2012,4,mi,284811.9,12,rand,mi,3,1
a2012,4,1,285465.9,0,rand,mi,3,1
a2012,4,mi,286162,13,rand,mi,3,1
a2012,4,mi,289412.2,14,rand,mi,3,1
a2012,4,1,289921.9,0,rand,mi,3,1
a2012,4,mi,295362.4,15,rand,mi,3,1
a2012,4,1,295961.8,0,rand,mi,3,1
a2012,4,mi,297812.5,16,rand,mi,3,1
a2012,4,1,299153.8,0,rand,mi,3,1
a2012,4,mi,299162.6,17,rand,mi,3,1
a2012,4,mi,302682.8,18,rand,mi,3,1
a2012,4,1,303617.7,0,rand,mi,3,1
a2012,5,ro,313393.2,1,rand,ro,2,1
a2012,5,1,313905.6,0,rand,ro,2,1
a2012,5,ro,315563.3,2,rand,ro,2,1
a2012,5,1,316097.6,0,rand,ro,2,1
a2012,5,ro,319083.4,3,rand,ro,2,1
a2012,5,1,319537.5,0,rand,ro,2,1
a2012,5,ro,322333.6,4,rand,ro,2,1
a2012,5,1,322785.5,0,rand,ro,2,1
a2012,5,ro,324223.7,5,rand,ro,2,1
a2012,5,1,324849.5,0,rand,ro,2,1
a2012,5,ro,329363.9,6,rand,ro,2,1
a2012,5,1,329825.4,0,rand,ro,2,1
a2012,5,ro,330454,7,rand,ro,2,1
a2012,5,1,331121.4,0,rand,ro,2,1
a2012,5,ro,336144.2,8,rand,ro,2,1
a2012,5,1,336641.3,0,rand,ro,2,1
a2012,5,ro,336954.2,9,rand,ro,2,1
a2012,5,ro,339934.4,10,rand,ro,2,1
a2012,5,1,340529.3,0,rand,ro,2,1
a2012,5,ro,345354.6,11,rand,ro,2,1
a2012,5,1,345873.2,0,rand,ro,2,1
a2012,5,ro,347524.7,12,rand,ro,2,1
a2012,5,ro,351574.9,13,rand,ro,2,1
a2012,5,1,352065.1,0,rand,ro,2,1
a2012,5,ro,354835,14,rand,ro,2,1
a2012,5,1,355457.1,0,rand,ro,2,1
a2012,5,ro,358625.2,15,rand,ro,2,1
a2012,5,1,359705.1,0,rand,ro,2,1
a2012,5,ro,361875.3,16,rand,ro,2,1
a2012,5,ro,365665.5,17,rand,ro,2,1
a2012,5,ro,366205.5,18,rand,ro,2,1
a2012,5,1,366232.9,0,rand,ro,2,1
a2012,5,1,367448.9,0,rand,ro,2,1
a2012,6,la,375715.9,1,rand,la,3,3
a2012,6,1,376256.8,0,rand,la,3,3
a2012,6,la,380046.1,2,rand,la,3,3
a2012,6,1,380648.8,0,rand,la,3,3
a2012,6,la,382756.2,3,rand,la,3,3
a2012,6,1,383360.7,0,rand,la,3,3
a2012,6,la,386276.5,4,rand,la,3,3
a2012,6,1,386792.7,0,rand,la,3,3
a2012,6,la,388986.5,5,rand,la,3,3
a2012,6,1,389776.7,0,rand,la,3,3
a2012,6,la,390336.6,6,rand,la,3,3
a2012,6,1,390856.6,0,rand,la,3,3
a2012,6,la,396296.8,7,rand,la,3,3
a2012,6,1,396736.6,0,rand,la,3,3
a2012,6,la,399547,8,rand,la,3,3
a2012,6,1,400208.5,0,rand,la,3,3
a2012,6,la,400357,9,rand,la,3,3
a2012,6,la,405777.3,10,rand,la,3,3
a2012,6,1,406344.5,0,rand,la,3,3
a2012,6,la,407947.3,11,rand,la,3,3
a2012,6,1,408608.4,0,rand,la,3,3
a2012,6,la,412547.5,12,rand,la,3,3
a2012,6,1,413120.4,0,rand,la,3,3
a2012,6,la,413637.6,13,rand,la,3,3
a2012,6,la,417967.8,14,rand,la,3,3
a2012,6,1,418456.3,0,rand,la,3,3
a2012,6,la,420667.9,15,rand,la,3,3
a2012,6,1,421336.3,0,rand,la,3,3
a2012,6,la,423918,16,rand,la,3,3
a2012,6,1,424808.2,0,rand,la,3,3
a2012,6,la,426358.2,17,rand,la,3,3
a2012,6,1,427144.2,0,rand,la,3,3
a2012,6,la,429068.2,18,rand,la,3,3
a2012,6,1,429840.2,0,rand,la,3,3
a2012,7,ga,439188.7,1,rand,ga,1,2
a2012,7,1,439968,0,rand,ga,1,2
a2012,7,ga,442438.8,2,rand,ga,1,2
a2012,7,ga,445419,3,rand,ga,1,2
a2012,7,1,446000,0,rand,ga,1,2
a2012,7,ga,449209.1,4,rand,ga,1,2
a2012,7,ga,451109.2,5,rand,ga,1,2
a2012,7,ga,454889.4,6,rand,ga,1,2
a2012,7,1,455911.9,0,rand,ga,1,2
a2012,7,ga,457599.5,7,rand,ga,1,2
a2012,7,1,458423.8,0,rand,ga,1,2
a2012,7,ga,461399.7,8,rand,ga,1,2
a2012,7,1,461959.8,0,rand,ga,1,2
a2012,7,ga,464639.8,9,rand,ga,1,2
a2012,7,1,465215.7,0,rand,ga,1,2
a2012,7,ga,468710,10,rand,ga,1,2
a2012,7,ga,472500.1,11,rand,ga,1,2
a2012,7,ga,473310.2,12,rand,ga,1,2
a2012,7,ga,476020.3,13,rand,ga,1,2
a2012,7,1,476559.6,0,rand,ga,1,2
a2012,7,ga,480900.5,14,rand,ga,1,2
a2012,7,ga,484410.7,15,rand,ga,1,2
a2012,7,ga,486580.8,16,rand,ga,1,2
a2012,7,1,487247.5,0,rand,ga,1,2
a2012,7,ga,490920.9,17,rand,ga,1,2
a2012,7,1,491631.4,0,rand,ga,1,2
a2012,7,ga,493361.1,18,rand,ga,1,2
a2012,8,se * 0.31,503247.5,1,rand,se,2,3
a2012,8,se,505141.5,2,rand,se,2,3
a2012,8,1,505783.2,0,rand,se,2,3
a2012,8,se,507311.6,3,rand,se,2,3
a2012,8,1,507879.2,0,rand,se,2,3
a2012,8,se,511921.8,4,rand,se,2,3
a2012,8,1,512351.2,0,rand,se,2,3
a2012,8,se,513271.9,5,rand,se,2,3
a2012,8,1,513943.1,0,rand,se,2,3
a2012,8,se,519232.2,6,rand,se,2,3
a2012,8,1,519663.1,0,rand,se,2,3
a2012,8,se,520042.2,7,rand,se,2,3
a2012,8,1,520663.1,0,rand,se,2,3
a2012,8,se,523832.4,8,rand,se,2,3
a2012,8,1,524319,0,rand,se,2,3
a2012,8,se,528442.5,9,rand,se,2,3
a2012,8,1,528910.9,0,rand,se,2,3
a2012,8,se,531152.7,10,rand,se,2,3
a2012,8,1,531814.9,0,rand,se,2,3
a2012,8,se,535482.9,11,rand,se,2,3
a2012,8,se,536022.9,12,rand,se,2,3
a2012,8,1,536046.9,0,rand,se,2,3
a2012,8,1,536774.9,0,rand,se,2,3
a2012,8,se,541173.1,13,rand,se,2,3
a2012,8,1,541838.8,0,rand,se,2,3
a2012,8,se,545233.3,14,rand,se,2,3
a2012,8,1,545758.7,0,rand,se,2,3
a2012,8,se,545773.3,15,rand,se,2,3
a2012,8,1,546222.7,0,rand,se,2,3
a2012,8,se,549303.5,16,rand,se,2,3
a2012,8,1,550038.7,0,rand,se,2,3
a2012,8,se,553083.7,17,rand,se,2,3
a2012,8,1,553502.7,0,rand,se,2,3
a2012,8,se,556883.8,18,rand,se,2,3
a2012,8,1,557390.6,0,rand,se,2,3
a2012,8,se * 0.08,560403.9,19,rand,se,2,3
a2012,8,1,560918.6,0,rand,se,2,3
a2012,9,ki,568904.3,1,rand,ki,2,2
a2012,9,1,569430.5,0,rand,ki,2,2
a2012,9,ki,571604.4,2,rand,ki,2,2
a2012,9,1,572126.4,0,rand,ki,2,2
a2012,9,ki,575404.7,3,rand,ki,2,2
a2012,9,1,575918.4,0,rand,ki,2,2
a2012,9,ki,577024.7,4,rand,ki,2,2
a2012,9,1,577590.3,0,rand,ki,2,2
a2012,9,ki,580554.8,5,rand,ki,2,2
a2012,9,1,581102.3,0,rand,ki,2,2
a2012,9,ki,582444.9,6,rand,ki,2,2
a2012,9,ki,587865.2,7,rand,ki,2,2
a2012,9,1,588438.2,0,rand,ki,2,2
a2012,9,ki,590845.3,8,rand,ki,2,2
a2012,9,1,591710.2,0,rand,ki,2,2
a2012,9,ki,594095.4,9,rand,ki,2,2
a2012,9,ki,598155.6,10,rand,ki,2,2
a2012,9,1,599006.1,0,rand,ki,2,2
a2012,9,ki,601135.7,11,rand,ki,2,2
a2012,9,1,601926.1,0,rand,ki,2,2
a2012,9,ki,603305.8,12,rand,ki,2,2
a2012,9,1,604014,0,rand,ki,2,2
a2012,9,ki,606556,13,rand,ki,2,2
a2012,9,ki,610616.2,14,rand,ki,2,2
a2012,9,1,611157.9,0,rand,ki,2,2
a2012,9,ki,614136.3,15,rand,ki,2,2
a2012,9,1,615229.9,0,rand,ki,2,2
a2012,9,1,615453.9,0,rand,ki,2,2
a2012,9,ki,617106.4,16,rand,ki,2,2
a2012,9,ki,621176.6,17,rand,ki,2,2
a2012,9,1,621685.8,0,rand,ki,2,2
a2012,9,ki * 0.03,623066.7,18,rand,ki,2,2
a2012,9,1,623837.7,0,rand,ki,2,2
a2012,10,nu,631997.1,1,rand,nu,1,1
a2012,10,1,632613.7,0,rand,nu,1,1
a2012,10,nu,633617.2,2,rand,nu,1,1
a2012,10,1,634197.6,0,rand,nu,1,1
a2012,10,nu,637957.4,3,rand,nu,1,1
a2012,10,1,638517.6,0,rand,nu,1,1
a2012,10,nu,640387.4,4,rand,nu,1,1
a2012,10,1,640917.6,0,rand,nu,1,1
a2012,10,nu,643907.6,5,rand,nu,1,1
a2012,10,1,644461.5,0,rand,nu,1,1
a2012,10,nu,645807.7,6,rand,nu,1,1
a2012,10,nu,649327.9,7,rand,nu,1,1
a2012,10,1,649877.5,0,rand,nu,1,1
a2012,10,nu,652848,8,rand,nu,1,1
a2012,10,1,653645.4,0,rand,nu,1,1
a2012,10,nu,656098.1,9,rand,nu,1,1
a2012,10,1,656661.4,0,rand,nu,1,1
a2012,10,nu,660438.3,10,rand,nu,1,1
a2012,10,1,660981.3,0,rand,nu,1,1
a2012,10,nu,663418.5,11,rand,nu,1,1
a2012,10,1,664005.3,0,rand,nu,1,1
a2012,10,nu,667478.6,12,rand,nu,1,1
a2012,10,1,667989.2,0,rand,nu,1,1
a2012,10,nu,669908.7,13,rand,nu,1,1
a2012,10,nu,671808.8,14,rand,nu,1,1
a2012,10,1,672725.2,0,rand,nu,1,1
a2012,10,nu,676419,15,rand,nu,1,1
a2012,10,1,676885.1,0,rand,nu,1,1
a2012,10,nu,680479.2,16,rand,nu,1,1
a2012,10,1,681029.1,0,rand,nu,1,1
a2012,10,nu,681559.3,17,rand,nu,1,1
a2012,10,nu,685899.5,18,rand,nu,1,1
a2012,10,1,686445,0,rand,nu,1,1
a2012,11,be,695359.9,1,rand,be,4,2
a2012,11,1,695844.9,0,rand,be,4,2
a2012,11,be,697259.9,2,rand,be,4,2
a2012,11,1,697876.9,0,rand,be,4,2
a2012,11,be,700510,3,rand,be,4,2
a2012,11,1,700956.8,0,rand,be,4,2
a2012,11,be,705650.3,4,rand,be,4,2
a2012,11,be,706200.3,5,rand,be,4,2
a2012,11,1,706348.8,0,rand,be,4,2
a2012,11,1,706980.8,0,rand,be,4,2
a2012,11,be,711610.6,6,rand,be,4,2
a2012,11,1,712228.7,0,rand,be,4,2
a2012,11,be,713780.7,7,rand,be,4,2
a2012,11,be,718380.9,8,rand,be,4,2
a2012,11,1,718932.7,0,rand,be,4,2
a2012,11,be,719740.9,9,rand,be,4,2
a2012,11,1,720524.6,0,rand,be,4,2
a2012,11,be,723801,10,rand,be,4,2
a2012,11,1,724284.5,0,rand,be,4,2
a2012,11,1,724500.5,0,rand,be,4,2
a2012,11,be,728131.3,11,rand,be,4,2
a2012,11,1,728548.5,0,rand,be,4,2
a2012,11,be,730571.4,12,rand,be,4,2
a2012,11,1,731324.5,0,rand,be,4,2
a2012,11,be,734901.6,13,rand,be,4,2
a2012,11,1,735356.4,0,rand,be,4,2
a2012,11,be,735451.6,14,rand,be,4,2
a2012,11,be,740591.8,15,rand,be,4,2
a2012,11,1,741020.3,0,rand,be,4,2
a2012,11,be,742221.9,16,rand,be,4,2
a2012,11,be,746012,17,rand,be,4,2
a2012,11,1,747060.3,0,rand,be,4,2
a2012,11,be,748722.2,18,rand,be,4,2
a2012,11,1,749524.2,0,rand,be,4,2
a2012,12,za,761782.8,1,rand,za,4,1
a2012,12,za,764482.9,2,rand,za,4,1
a2012,12,1,764972.1,0,rand,za,4,1
a2012,12,za,767193,3,rand,za,4,1
a2012,12,1,767732,0,rand,za,4,1
a2012,12,1,772483.9,0,rand,za,4,1
a2012,12,za,772883.2,4,rand,za,4,1
a2012,12,1,773763.9,0,rand,za,4,1
a2012,12,za,774773.3,5,rand,za,4,1
a2012,12,1,775499.9,0,rand,za,4,1
a2012,12,za,776673.4,6,rand,za,4,1
a2012,12,1,777331.9,0,rand,za,4,1
a2012,12,za,782363.7,7,rand,za,4,1
a2012,12,za,782903.7,8,rand,za,4,1
a2012,12,1,783027.8,0,rand,za,4,1
a2012,12,za,786423.8,9,rand,za,4,1
a2012,12,1,786979.8,0,rand,za,4,1
a2012,12,za,790214,10,rand,za,4,1
a2012,12,1,790931.7,0,rand,za,4,1
a2012,12,za,794004.2,11,rand,za,4,1
a2012,12,1,794603.7,0,rand,za,4,1
a2012,12,za,796984.3,12,rand,za,4,1
a2012,12,1,797515.6,0,rand,za,4,1
a2012,12,za,799964.4,13,rand,za,4,1
a2012,12,1,800547.6,0,rand,za,4,1
a2012,12,za,804024.6,14,rand,za,4,1
a2012,12,1,804515.6,0,rand,za,4,1
a2012,12,1,805395.5,0,rand,za,4,1
a2012,12,za,807544.8,15,rand,za,4,1
a2012,12,1,808131.5,0,rand,za,4,1
a2012,12,za,810534.9,16,rand,za,4,1
a2012,12,1,811123.5,0,rand,za,4,1
a2012,12,za,813505,17,rand,za,4,1
a2012,12,1,814267.4,0,rand,za,4,1
a2012,12,za,816755.1,18,rand,za,4,1
a2012,12,1,817331.4,0,rand,za,4,1
a2012,1,di,53968.4,1,struct,di,1,3
a2012,1,1,54368.3,0,struct,di,1,3
a2012,1,di,56398.5,2,struct,di,1,3
a2012,1,1,57352.2,0,struct,di,1,3
a2012,1,di,58178.5,3,struct,di,1,3
a2012,1,1,58648.2,0,struct,di,1,3
a2012,1,1,60864.1,0,struct,di,1,3
a2012,1,di,61508.6,4,struct,di,1,3
a2012,1,1,62016.1,0,struct,di,1,3
a2012,1,di,65578.8,5,struct,di,1,3
a2012,1,1,66040,0,struct,di,1,3
a2012,1,di,68848.9,6,struct,di,1,3
a2012,1,1,69264,0,struct,di,1,3
a2012,1,di,70479.1,7,struct,di,1,3
a2012,1,1,71072,0,struct,di,1,3
a2012,1,di,73759.1,8,struct,di,1,3
a2012,1,1,74104,0,struct,di,1,3
a2012,1,di,75379.3,9,struct,di,1,3
a2012,1,1,75839.9,0,struct,di,1,3
a2012,1,di,81089.5,10,struct,di,1,3
a2012,1,1,81647.9,0,struct,di,1,3
a2012,1,di,82709.5,11,struct,di,1,3
a2012,1,1,83193.8,0,struct,di,1,3
a2012,1,di,84329.6,12,struct,di,1,3
a2012,1,di,85959.7,13,struct,di,1,3
a2012,1,1,87087.9,0,struct,di,1,3
a2012,1,di,89210,14,struct,di,1,3
a2012,1,1,89687.9,0,struct,di,1,3
a2012,1,di,90840,15,struct,di,1,3
a2012,1,1,91303.8,0,struct,di,1,3
a2012,1,di,94910.1,16,struct,di,1,3
a2012,1,1,95279.7,0,struct,di,1,3
a2012,1,di,100680.3,17,struct,di,1,3
a2012,1,1,101223.7,0,struct,di,1,3
a2012,1,di,103210.4,18,struct,di,1,3
a2012,1,1,104415.6,0,struct,di,1,3
a2012,2,se,116471,1,struct,se,2,3
a2012,2,1,117047.5,0,struct,se,2,3
a2012,2,se,119721.1,2,struct,se,2,3
a2012,2,1,120199.4,0,struct,se,2,3
a2012,2,se,122161.3,3,struct,se,2,3
a2012,2,se,126231.5,4,struct,se,2,3
a2012,2,1,126639.4,0,struct,se,2,3
a2012,2,se,129481.6,5,struct,se,2,3
a2012,2,1,129951.3,0,struct,se,2,3
a2012,2,se,131101.6,6,struct,se,2,3
a2012,2,1,131663.3,0,struct,se,2,3
a2012,2,se,137611.9,7,struct,se,2,3
a2012,2,1,138079.2,0,struct,se,2,3
a2012,2,se,140862.1,8,struct,se,2,3
a2012,2,1,141263.2,0,struct,se,2,3
a2012,2,se,143292.2,9,struct,se,2,3
a2012,2,1,143847.1,0,struct,se,2,3
a2012,2,se,146542.3,10,struct,se,2,3
a2012,2,1,146983.1,0,struct,se,2,3
a2012,2,se,148172.4,11,struct,se,2,3
a2012,2,1,148679.1,0,struct,se,2,3
a2012,2,se,149792.4,12,struct,se,2,3
a2012,2,1,150207.1,0,struct,se,2,3
a2012,2,se,152232.6,13,struct,se,2,3
a2012,2,1,152679,0,struct,se,2,3
a2012,2,se,154672.6,14,struct,se,2,3
a2012,2,1,155247,0,struct,se,2,3
a2012,2,se,158742.8,15,struct,se,2,3
a2012,2,1,159127,0,struct,se,2,3
a2012,2,se,164423.1,16,struct,se,2,3
a2012,2,1,164862.9,0,struct,se,2,3
a2012,2,se,166863.1,17,struct,se,2,3
a2012,2,se,170923.4,18,struct,se,2,3
a2012,3,ki,180163.7,1,struct,ki,2,2
a2012,3,1,180630.7,0,struct,ki,2,2
a2012,3,ki,181793.8,2,struct,ki,2,2
a2012,3,1,182270.7,0,struct,ki,2,2
a2012,3,ki,183414,3,struct,ki,2,2
a2012,3,1,183838.6,0,struct,ki,2,2
a2012,3,ki,185854,4,struct,ki,2,2
a2012,3,1,186286.6,0,struct,ki,2,2
a2012,3,ki,187474.1,5,struct,ki,2,2
a2012,3,1,187950.6,0,struct,ki,2,2
a2012,3,ki,191544.2,6,struct,ki,2,2
a2012,3,1,192006.6,0,struct,ki,2,2
a2012,3,ki,196414.4,7,struct,ki,2,2
a2012,3,1,196854.5,0,struct,ki,2,2
a2012,3,1,201262.4,0,struct,ki,2,2
a2012,3,ki,202114.7,8,struct,ki,2,2
a2012,3,1,202550.4,0,struct,ki,2,2
a2012,3,ki,203734.8,9,struct,ki,2,2
a2012,3,1,204326.4,0,struct,ki,2,2
a2012,3,ki,208615,10,struct,ki,2,2
a2012,3,1,209054.3,0,struct,ki,2,2
a2012,3,ki,210245.1,11,struct,ki,2,2
a2012,3,1,210902.3,0,struct,ki,2,2
a2012,3,ki,214305.2,12,struct,ki,2,2
a2012,3,1,214758.3,0,struct,ki,2,2
a2012,3,ki,220805.5,13,struct,ki,2,2
a2012,3,1,221678.2,0,struct,ki,2,2
a2012,3,ki,224055.7,14,struct,ki,2,2
a2012,3,1,224606.1,0,struct,ki,2,2
a2012,3,ki,225675.7,15,struct,ki,2,2
a2012,3,1,226134.1,0,struct,ki,2,2
a2012,3,ki,227305.7,16,struct,ki,2,2
a2012,3,1,227758.1,0,struct,ki,2,2
a2012,3,ki,229735.9,17,struct,ki,2,2
a2012,3,1,230182.1,0,struct,ki,2,2
a2012,3,ki,235426.1,18,struct,ki,2,2
a2012,3,1,236374,0,struct,ki,2,2
a2012,4,za,244096.5,1,struct,za,4,1
a2012,4,1,244725.9,0,struct,za,4,1
a2012,4,za,245726.6,2,struct,za,4,1
a2012,4,1,246549.9,0,struct,za,4,1
a2012,4,za,248976.8,3,struct,za,4,1
a2012,4,1,249557.8,0,struct,za,4,1
a2012,4,za,252226.9,4,struct,za,4,1
a2012,4,1,252973.8,0,struct,za,4,1
a2012,4,za,253857,5,struct,za,4,1
a2012,4,1,254509.8,0,struct,za,4,1
a2012,4,za,256297,6,struct,za,4,1
a2012,4,1,256845.8,0,struct,za,4,1
a2012,4,za,265217.4,7,struct,za,4,1
a2012,4,1,265845.7,0,struct,za,4,1
a2012,4,za,266847.5,8,struct,za,4,1
a2012,4,1,267389.6,0,struct,za,4,1
a2012,4,za,270097.7,9,struct,za,4,1
a2012,4,1,270805.6,0,struct,za,4,1
a2012,4,za,271727.7,10,struct,za,4,1
a2012,4,1,272533.6,0,struct,za,4,1
a2012,4,za,275787.9,11,struct,za,4,1
a2012,4,1,276541.5,0,struct,za,4,1
a2012,4,za,279038.1,12,struct,za,4,1
a2012,4,1,279749.5,0,struct,za,4,1
a2012,4,za,283098.2,13,struct,za,4,1
a2012,4,1,283757.4,0,struct,za,4,1
a2012,4,za,284728.3,14,struct,za,4,1
a2012,4,1,285509.4,0,struct,za,4,1
a2012,4,za,290408.5,15,struct,za,4,1
a2012,4,1,291117.3,0,struct,za,4,1
a2012,4,za,292038.6,16,struct,za,4,1
a2012,4,1,292693.3,0,struct,za,4,1
a2012,4,za,293668.7,17,struct,za,4,1
a2012,4,1,294245.3,0,struct,za,4,1
a2012,4,za,297728.9,18,struct,za,4,1
a2012,4,1,298301.3,0,struct,za,4,1
a2012,5,mi,308429.3,1,struct,mi,3,1
a2012,5,1,309085.1,0,struct,mi,3,1
a2012,5,mi,310059.4,2,struct,mi,3,1
a2012,5,1,310661.1,0,struct,mi,3,1
a2012,5,mi,311679.4,3,struct,mi,3,1
a2012,5,1,312381.1,0,struct,mi,3,1
a2012,5,mi,316559.7,4,struct,mi,3,1
a2012,5,1,317117,0,struct,mi,3,1
a2012,5,mi,318179.8,5,struct,mi,3,1
a2012,5,mi,325490.1,6,struct,mi,3,1
a2012,5,1,325972.9,0,struct,mi,3,1
a2012,5,mi,328740.2,7,struct,mi,3,1
a2012,5,1,329420.9,0,struct,mi,3,1
a2012,5,mi,330360.3,8,struct,mi,3,1
a2012,5,1,331452.8,0,struct,mi,3,1
a2012,5,mi,331990.3,9,struct,mi,3,1
a2012,5,1,333124.8,0,struct,mi,3,1
a2012,5,mi,338490.6,10,struct,mi,3,1
a2012,5,mi,341740.8,11,struct,mi,3,1
a2012,5,1,342420.7,0,struct,mi,3,1
a2012,5,mi,343360.8,12,struct,mi,3,1
a2012,5,1,344764.7,0,struct,mi,3,1
a2012,5,mi,344980.9,13,struct,mi,3,1
a2012,5,1,345620.7,0,struct,mi,3,1
a2012,5,mi,346601,14,struct,mi,3,1
a2012,5,1,347164.6,0,struct,mi,3,1
a2012,5,mi,352291.2,15,struct,mi,3,1
