"rt","tgt_pos"
158.5,"1"
636.399999999994,"1"
440.399999999994,"1"
570.399999999994,"1"
486.099999999977,"1"
524.099999999977,"1"
386,"1"
434,"1"
377.5,"1"
411.399999999994,"1"
583.299999999988,"1"
431.300000000047,"1"
477,"1"
616.899999999965,"1"
468.899999999965,"1"
384.900000000023,"1"
500.900000000023,"1"
506.700000000012,"1"
430.800000000047,"1"
418.599999999977,"1"
538.5,"1"
518.300000000047,"1"
530.400000000023,"1"
660.200000000012,"1"
506.100000000035,"2"
531.900000000023,"2"
583.900000000023,"2"
625.799999999988,"2"
655.799999999988,"2"
319.700000000012,"2"
463.600000000035,"2"
353.5,"2"
479.400000000023,"2"
411.399999999965,"2"
859.100000000035,"2"
417,"2"
527,"2"
603,"2"
456.799999999988,"2"
532.799999999988,"2"
322.700000000012,"2"
560.700000000012,"2"
450.5,"3"
418.5,"3"
488.299999999988,"3"
552.300000000047,"3"
374.200000000012,"3"
450.099999999977,"3"
328.099999999977,"3"
554,"3"
573.899999999965,"3"
485.799999999988,"3"
393.799999999988,"3"
429.799999999988,"3"
545.700000000012,"3"
549.700000000012,"3"
581.599999999977,"3"
401.299999999988,"3"
529.200000000012,"3"
471.200000000012,"3"
444.899999999965,"2"
464.799999999988,"2"
410.700000000012,"2"
774.700000000012,"2"
378.600000000035,"2"
392.5,"2"
492.299999999988,"2"
884.300000000047,"2"
474.200000000012,"2"
430.099999999977,"2"
380.100000000035,"2"
479.900000000023,"2"
293.799999999988,"2"
409.900000000023,"2"
877.700000000012,"2"
497.400000000023,"1"
493.200000000012,"1"
731.200000000012,"1"
491.099999999977,"1"
619,"1"
424.800000000047,"1"
538.700000000012,"1"
544.5,"1"
410.299999999988,"1"
554,"1"
694,"1"
473.900000000023,"3"
357.800000000047,"3"
529.800000000047,"3"
269.70000000007,"3"
567.699999999953,"3"
411.599999999977,"3"
651.5,"3"
375.400000000023,"3"
485.300000000047,"3"
501.199999999953,"3"
521.199999999953,"3"
407,"3"
309,"3"
689,"3"
375,"3"
424.900000000023,"3"
574.699999999953,"3"
478.5,"3"
598.29999999993,"3"
380.199999999953,"3"
402.099999999977,"3"
518,"3"
348.099999999977,"3"
527.900000000023,"3"
319.900000000023,"3"
587.79999999993,"3"
525.79999999993,"3"
435.699999999953,"3"
375.599999999977,"3"
395.5,"3"
353.399999999907,"3"
435.29999999993,"3"
505.199999999953,"3"
535.099999999977,"3"
459.099999999977,"3"
502.79999999993,"2"
560.699999999953,"2"
392.699999999953,"2"
386.399999999907,"2"
644.199999999953,"2"
320.100000000093,"2"
398,"2"
627.899999999907,"2"
377.79999999993,"2"
653.800000000047,"2"
645.70000000007,"2"
315.600000000093,"2"
655.399999999907,"2"
397.20000000007,"1"
485.100000000093,"1"
777.100000000093,"1"
375,"1"
333,"1"
545,"1"
352.800000000047,"1"
442.70000000007,"1"
862.600000000093,"1"
410.600000000093,"1"
318.600000000093,"1"
470.400000000023,"1"
116.400000000023,"1"
442.300000000047,"1"
574.300000000047,"1"
530.100000000093,"1"
842.099999999977,"1"
459.800000000047,"3"
671.600000000093,"3"
647.300000000047,"3"
715.300000000047,"3"
337.20000000007,"3"
233.100000000093,"3"
469.20000000007,"3"
585.099999999977,"3"
121,"3"
642.900000000023,"3"
338.800000000047,"3"
528.800000000047,"3"
368.70000000007,"3"
398.599999999977,"3"
430.5,"3"
296.300000000047,"3"
821.599999999977,"1"
171.400000000023,"1"
115.20000000007,"1"
270.800000000047,"1"
484.199999999953,"2"
417.800000000047,"2"
197.599999999977,"2"
432.900000000023,"2"
500.800000000047,"2"
328.900000000023,"2"
344.79999999993,"2"
560.699999999953,"2"
556.699999999953,"2"
444.400000000023,"2"
576.5,"2"
296.29999999993,"2"
688.29999999993,"2"
546.099999999977,"2"
451.79999999993,"2"
477.79999999993,"2"
329.699999999953,"2"
371.599999999977,"3"
455.5,"3"
341.400000000023,"3"
339.29999999993,"3"
359.29999999993,"3"
371.199999999953,"3"
365.199999999953,"3"
499,"3"
406.79999999993,"3"
836.899999999907,"3"
496.699999999953,"3"
366.699999999953,"3"
342.599999999977,"3"
418.5,"3"
482.399999999907,"3"
498.300000000047,"3"
632.199999999953,"3"
268,"1"
727.899999999907,"1"
721.699999999953,"1"
433.59999999986,"1"
865.5,"1"
847.100000000093,"1"
192.699999999953,"1"
138.59999999986,"1"
398.40000000014,"2"
764.199999999953,"2"
674.100000000093,"2"
337.800000000047,"2"
301.800000000047,"2"
585.699999999953,"2"
311.699999999953,"2"
453.699999999953,"2"
399.5,"2"
797.40000000014,"2"
519.100000000093,"2"
584.899999999907,"3"
416.699999999953,"3"
414.799999999814,"3"
356.699999999953,"3"
374.699999999953,"3"
566.59999999986,"3"
468.5,"3"
906.399999999907,"3"
424.399999999907,"3"
404.299999999814,"3"
401.90000000014,"3"
677.899999999907,"3"
411.699999999953,"3"
313.59999999986,"3"
679.5,"3"
405.399999999907,"1"
529.399999999907,"1"
543.199999999953,"1"
749.199999999953,"1"
817,"1"
568.90000000014,"1"
718.800000000047,"1"
804.700000000186,"1"
658.59999999986,"1"
590.59999999986,"1"
482.5,"1"
494.40000000014,"1"
520.399999999907,"1"
638.300000000047,"1"
672.09999999986,"1"
798.09999999986,"1"
467.800000000047,"2"
487.800000000047,"2"
381.600000000093,"2"
459.5,"2"
559.59999999986,"2"
593.399999999907,"2"
761.300000000047,"2"
519.199999999953,"2"
527.09999999986,"2"
561,"2"
559,"2"
426.800000000047,"2"
446.800000000047,"2"
490.800000000047,"2"
614.59999999986,"2"
470.5,"2"
584.09999999986,"1"
523.59999999986,"1"
181.600000000093,"1"
553.399999999907,"1"
420.699999999953,"3"
816.600000000093,"3"
430.5,"3"
422.40000000014,"3"
300.299999999814,"3"
480.300000000047,"3"
306.199999999953,"3"
374.100000000093,"3"
407.90000000014,"3"
572.09999999986,"3"
319.899999999907,"3"
459.699999999953,"3"
671.699999999953,"3"
437.699999999953,"3"
443.40000000014,"3"
449.40000000014,"3"
391.300000000047,"3"
514.100000000006,"1"
555.800000000003,"1"
487.900000000009,"1"
377.699999999997,"1"
485.699999999997,"1"
599.600000000006,"1"
541.599999999991,"1"
433.5,"1"
461.400000000009,"1"
353.399999999994,"1"
325.399999999994,"1"
603.299999999988,"1"
351.199999999997,"1"
451.100000000006,"1"
299.099999999991,"1"
342.799999999988,"1"
338.799999999988,"1"
676.799999999988,"1"
536.600000000006,"2"
386.399999999994,"2"
510.299999999988,"2"
384.299999999988,"2"
342.100000000006,"2"
334.100000000006,"2"
430,"2"
319.899999999994,"2"
437.799999999988,"2"
489.799999999988,"2"
401.600000000006,"2"
463.299999999988,"2"
405.399999999994,"2"
473.199999999983,"2"
431.299999999988,"2"
523.100000000006,"2"
393.100000000006,"2"
375,"2"
476,"3"
360,"3"
487.700000000012,"3"
375.700000000012,"3"
561.600000000006,"3"
457.399999999994,"3"
541.399999999994,"3"
409.300000000017,"3"
353.300000000017,"3"
411.299999999988,"3"
411,"3"
465,"3"
305,"3"
646.900000000023,"3"
370.799999999988,"3"
478.799999999988,"3"
380.299999999988,"2"
448.100000000035,"2"
356.200000000012,"2"
332,"2"
268,"2"
664,"2"
315.899999999965,"2"
427.799999999988,"2"
387.600000000035,"2"
379.600000000035,"2"
373.399999999965,"2"
387.200000000012,"2"
295.099999999977,"2"
387.100000000035,"2"
417.100000000035,"2"
356.900000000023,"2"
356.700000000012,"3"
516.600000000035,"3"
346.600000000035,"3"
362.400000000023,"3"
384.299999999988,"3"
452.299999999988,"3"
442.299999999988,"3"
380.200000000012,"3"
440.099999999977,"3"
344.099999999977,"3"
468,"3"
848,"3"
395.899999999965,"3"
327.899999999965,"3"
303.899999999965,"3"
459.399999999965,"3"
387.399999999965,"3"
441.299999999988,"3"
442.900000000023,"1"
426.900000000023,"1"
558.800000000047,"1"
364.700000000012,"1"
434.600000000035,"1"
446.600000000035,"1"
366.5,"1"
440.400000000023,"1"
644.300000000047,"1"
468.200000000012,"1"
720.100000000035,"1"
387.900000000023,"1"
447.900000000023,"1"
463.700000000012,"1"
523.700000000012,"1"
401.200000000012,"2"
513.099999999977,"2"
351,"2"
324.899999999965,"2"
380.599999999977,"2"
416.5,"2"
514.5,"2"
448.299999999988,"2"
440.299999999988,"2"
410,"2"
393.79999999993,"2"
429.79999999993,"2"
611.699999999953,"3"
317.5,"3"
361.5,"3"
287.5,"3"
351.29999999993,"3"
333.199999999953,"3"
361.099999999977,"3"
323,"3"
814.79999999993,"3"
408.900000000023,"3"
348.800000000047,"3"
368.70000000007,"3"
300.5,"3"
312.5,"3"
326.400000000023,"3"
356.400000000023,"3"
338.300000000047,"3"
352.400000000023,"3"
897.70000000007,"1"
317.400000000023,"1"
151.20000000007,"1"
835.199999999953,"1"
404.29999999993,"1"
562.199999999953,"1"
446.199999999953,"1"
524,"1"
372,"1"
576,"1"
407.899999999907,"1"
489.699999999953,"1"
511.599999999977,"1"
779.29999999993,"1"
897.399999999907,"1"
581.399999999907,"1"
529.199999999953,"1"
551.199999999953,"1"
477.099999999977,"1"
381,"1"
440.899999999907,"1"
382.70000000007,"3"
324.600000000093,"3"
370.400000000023,"3"
406.400000000023,"3"
340.400000000023,"3"
296.300000000047,"3"
336.100000000093,"3"
788.100000000093,"3"
366,"3"
283.900000000023,"3"
343.900000000023,"3"
459.70000000007,"3"
313.70000000007,"3"
363.5,"3"
385.400000000023,"3"
455.300000000047,"3"
555.300000000047,"3"
725.099999999977,"2"
401,"2"
367,"2"
324.900000000023,"2"
376.70000000007,"2"
538.699999999953,"2"
350.400000000023,"2"
458.400000000023,"2"
496.5,"2"
384.400000000023,"2"
322.300000000047,"2"
584.099999999977,"2"
484.099999999977,"2"
496,"2"
435.900000000023,"2"
503.900000000023,"2"
463.699999999953,"2"
291.699999999953,"2"
747.400000000023,"3"
615.29999999993,"3"
453,"3"
576.900000000023,"3"
640.79999999993,"3"
540.599999999977,"3"
628.699999999953,"3"
562.599999999977,"3"
550.5,"3"
498.599999999977,"3"
542.399999999907,"3"
450.199999999953,"3"
426.199999999953,"3"
444.099999999977,"3"
673.900000000023,"2"
403.800000000047,"2"
403.5,"2"
405.400000000023,"2"
531.400000000023,"2"
399.300000000047,"2"
891.20000000007,"2"
371.100000000093,"2"
545.099999999977,"2"
396.70000000007,"2"
336.600000000093,"2"
552.599999999977,"2"
418.300000000047,"2"
728,"1"
609.800000000047,"1"
649.699999999953,"1"
607.199999999953,"1"
394.5,"3"
554.300000000047,"3"
480.29999999993,"3"
446.29999999993,"3"
296.199999999953,"3"
648.099999999977,"3"
462,"3"
337.900000000023,"3"
429.79999999993,"3"
531.59999999986,"3"
487.5,"3"
663.5,"3"
475.399999999907,"3"
573.300000000047,"3"
485.199999999953,"3"
563.09999999986,"3"
777.09999999986,"3"
350.800000000047,"2"
394.600000000093,"2"
564.399999999907,"2"
568.399999999907,"2"
452.300000000047,"2"
354.300000000047,"2"
146.300000000047,"2"
726.300000000047,"2"
362.199999999953,"2"
390,"2"
412.100000000093,"2"
304,"2"
461.90000000014,"2"
545.699999999953,"2"
391.699999999953,"2"
427.600000000093,"2"
303.5,"2"
359.40000000014,"2"
381.199999999953,"1"
385.199999999953,"1"
367.09999999986,"1"
557,"1"
384.799999999814,"1"
552.799999999814,"1"
390.699999999953,"1"
500.600000000093,"1"
452.600000000093,"1"
634.399999999907,"1"
450.399999999907,"1"
502.300000000047,"1"
480.199999999953,"1"
477.899999999907,"1"
519.899999999907,"1"
399.600000000093,"3"
427.399999999907,"3"
385.300000000047,"3"
407.300000000047,"3"
383.199999999953,"3"
369.200000000186,"3"
383,"3"
402.700000000186,"3"
432.800000000047,"3"
370.800000000047,"3"
746.59999999986,"3"
694.40000000014,"3"
422.399999999907,"3"
398.200000000186,"3"
476.199999999953,"3"
325.799999999814,"1"
831.5,"1"
705.399999999907,"1"
739.100000000093,"1"
131,"1"
464.100000000093,"2"
428.100000000093,"2"
376.200000000186,"2"
422,"2"
515.800000000047,"2"
455.700000000186,"2"
619.700000000186,"2"
397.600000000093,"2"
459.5,"2"
655.5,"2"
655.300000000047,"2"
537.399999999907,"2"
631.200000000186,"2"
436.899999999907,"2"
452.59999999986,"1"
376.5,"1"
684.399999999907,"1"
364.399999999907,"1"
530.199999999953,"1"
402.199999999953,"1"
218,"1"
648,"1"
480,"1"
657.799999999814,"1"
519.600000000093,"1"
785.40000000014,"1"
653.5,"1"
525.399999999907,"1"
117.199999999953,"1"
561.199999999953,"1"
821.100000000093,"1"
330.899999999907,"3"
358.800000000047,"3"
466.699999999953,"3"
452.699999999953,"3"
376.59999999986,"3"
312.5,"3"
356.199999999953,"3"
322.199999999953,"3"
266.300000000047,"3"
354.100000000093,"3"
358,"3"
396,"3"
341.899999999907,"3"
315.699999999953,"3"
491.5,"3"
468.800000000047,"2"
402.5,"2"
315.599999999991,"2"
371.5,"2"
385.5,"2"
279.399999999994,"2"
321.400000000009,"2"
391.199999999997,"2"
309.199999999997,"2"
311.100000000006,"2"
370.900000000009,"2"
390.800000000003,"2"
300.699999999997,"2"
394.900000000009,"2"
228.800000000003,"2"
306.5,"2"
523.699999999983,"3"
401.599999999977,"3"
317.599999999977,"3"
339.600000000006,"3"
343.300000000017,"3"
471.299999999988,"3"
365.199999999983,"3"
651.099999999977,"3"
391,"3"
714.899999999994,"3"
432.799999999988,"3"
394.799999999988,"3"
408.5,"3"
550.399999999994,"3"
562.399999999994,"3"
617.899999999994,"1"
627.899999999994,"1"
75.6999999999825,"1"
643.599999999977,"1"
689.100000000006,"1"
644.899999999994,"1"
120.300000000047,"1"
814.300000000047,"1"
682.300000000047,"1"
448.100000000035,"1"
712,"1"
540.100000000035,"1"
537.900000000023,"1"
605.600000000035,"1"
483.600000000035,"1"
485.5,"1"
481.400000000023,"1"
333.300000000047,"1"
435.299999999988,"1"
521.200000000012,"1"
364.700000000012,"3"
388.599999999977,"3"
498.399999999965,"3"
402.299999999988,"3"
406,"3"
682,"3"
481.899999999965,"3"
543.799999999988,"3"
531.799999999988,"3"
343.700000000012,"3"
643.700000000012,"3"
615.599999999977,"3"
455.599999999977,"3"
425.400000000023,"3"
586.5,"2"
344.300000000047,"2"
699.400000000023,"1"
391.299999999988,"1"
483.200000000012,"1"
617,"1"
582.700000000012,"1"
534.700000000012,"1"
584.5,"1"
630.299999999988,"1"
556.200000000012,"1"
476.099999999977,"1"
832,"1"
268,"1"
471.900000000023,"1"
635.900000000023,"1"
337.299999999988,"3"
525.299999999988,"3"
403.199999999953,"3"
313.099999999977,"3"
333.099999999977,"3"
384.900000000023,"3"
394.900000000023,"3"
464.79999999993,"3"
368.599999999977,"3"
414.400000000023,"3"
372.400000000023,"3"
412.399999999907,"3"
640.199999999953,"3"
408,"3"
448,"3"
357.79999999993,"3"
684.79999999993,"2"
234.699999999953,"2"
643.900000000023,"3"
436,"3"
537.800000000047,"3"
343.599999999977,"3"
339.400000000023,"3"
425.400000000023,"3"
627.300000000047,"3"
311.300000000047,"3"
391.100000000093,"3"
407,"3"
203.099999999977,"3"
223.099999999977,"3"
670.900000000023,"3"
424.5,"3"
540.20000000007,"1"
464.20000000007,"1"
398.099999999977,"1"
516,"1"
496,"1"
527.800000000047,"1"
421.800000000047,"1"
347.599999999977,"1"
499.599999999977,"1"
489.5,"1"
661.300000000047,"1"
437.300000000047,"1"
319.300000000047,"1"
341,"1"
374.900000000023,"1"
380.900000000023,"1"
741.79999999993,"2"
746.900000000023,"2"
860.699999999953,"2"
886.5,"2"
498.099999999977,"2"
557.099999999977,"3"
377,"3"
375,"3"
366.899999999907,"3"
372.599999999977,"3"
426.599999999977,"3"
414.5,"3"
480.5,"3"
620.400000000023,"3"
512.400000000023,"3"
324.100000000093,"3"
520.100000000093,"3"
366.100000000093,"3"
505.900000000023,"3"
703.900000000023,"3"
705,"1"
610.900000000023,"1"
636.70000000007,"1"
591.20000000007,"2"
531.20000000007,"2"
743.20000000007,"2"
544.800000000047,"2"
532.800000000047,"2"
702.5,"2"
804.399999999907,"2"
688.399999999907,"2"
360,"1"
408,"1"
644,"1"
393.800000000047,"1"
463.800000000047,"1"
643.800000000047,"1"
387.699999999953,"1"
421.5,"1"
473.5,"1"
349.399999999907,"1"
385.399999999907,"1"
489.399999999907,"1"
455.300000000047,"1"
461.100000000093,"1"
580.800000000047,"1"
636.899999999907,"1"
904.699999999953,"1"
608.40000000014,"3"
468.300000000047,"3"
552.300000000047,"3"
548.300000000047,"3"
694.200000000186,"3"
386.200000000186,"3"
498,"3"
651.700000000186,"3"
567.700000000186,"3"
549.600000000093,"3"
539.5,"3"
807.5,"3"
445.5,"3"
711.40000000014,"3"
373.300000000047,"3"
460.90000000014,"3"
792.800000000047,"3"
596.699999999953,"3"
756.399999999907,"3"
532.399999999907,"3"
350.300000000047,"3"
743.899999999907,"3"
781.800000000047,"3"
503.5,"3"
603.399999999907,"3"
642.800000000047,"2"
60.3999999999069,"2"
422.700000000186,"1"
234.700000000186,"1"
691.700000000186,"3"
563.700000000186,"3"
729.300000000047,"3"
797.100000000093,"3"
539.199999999953,"3"
750.90000000014,"3"
664.59999999986,"3"
804.699999999953,"3"
892.399999999907,"3"
548.100000000093,"1"
590,"1"
642,"1"
764,"1"
599.800000000047,"1"
681.699999999953,"1"
527.600000000093,"1"
619.600000000093,"1"
763.40000000014,"1"
527.300000000047,"1"
509.300000000047,"1"
529.199999999953,"1"
493.299999999814,"1"
613.199999999953,"1"
464.800000000047,"1"
532.899999999907,"1"
523.599999999999,"1"
369.399999999994,"1"
365.299999999996,"1"
447.199999999997,"1"
349,"1"
361.199999999997,"1"
444.900000000001,"1"
328.899999999994,"1"
533,"1"
366.799999999996,"1"
362.800000000003,"1"
330.599999999991,"1"
574.5,"1"
458.399999999994,"1"
716.199999999997,"2"
523.899999999994,"2"
499.799999999988,"2"
265.799999999988,"2"
119.699999999997,"2"
289.5,"2"
295.5,"2"
405.5,"2"
159.399999999994,"2"
83.1999999999971,"2"
567.199999999997,"2"
293.099999999991,"2"
259,"2"
237,"2"
267,"2"
284.799999999988,"2"
228.600000000006,"2"
768.5,"3"
354.399999999994,"3"
390.200000000012,"3"
340.199999999983,"3"
268.199999999983,"3"
298,"3"
253.899999999994,"3"
287.799999999988,"3"
427.699999999983,"3"
317.600000000006,"3"
313.5,"3"
253.399999999994,"3"
313.199999999983,"3"
373.199999999983,"3"
323.199999999983,"3"
345.199999999983,"3"
319,"3"
236.899999999994,"3"
442.700000000012,"3"
382.600000000006,"3"
358.399999999994,"3"
318.399999999994,"3"
234.299999999988,"3"
256.100000000006,"3"
336.100000000006,"3"
340.100000000006,"3"
272.100000000006,"3"
224,"3"
297.899999999994,"3"
225.799999999988,"3"
247.700000000012,"3"
127.600000000006,"3"
173.5,"3"
129.399999999994,"3"
165.299999999988,"3"
87.2000000000116,"3"
553.400000000023,"1"
405.300000000047,"1"
387.400000000023,"1"
345.100000000035,"1"
469.200000000012,"1"
373.100000000035,"1"
602.800000000047,"1"
432.700000000012,"1"
424.600000000035,"1"
470.5,"1"
666.600000000035,"1"
430.5,"1"
370.5,"1"
316.300000000047,"1"
730.299999999988,"1"
412.200000000012,"1"
810,"1"
499.599999999977,"2"
459.5,"2"
365.400000000023,"2"
547.299999999988,"2"
391.200000000012,"2"
311.200000000012,"2"
411.200000000012,"2"
339.099999999977,"2"
328.900000000023,"2"
342.799999999988,"2"
316.700000000012,"2"
380.599999999977,"2"
592.5,"2"
576.5,"2"
310.400000000023,"2"
338.5,"2"
322.200000000012,"2"
462.099999999977,"3"
386.099999999977,"3"
335.900000000023,"3"
401.799999999988,"3"
349.799999999988,"3"
303.700000000012,"3"
269.5,"3"
485.400000000023,"3"
505.399999999965,"3"
319.299999999988,"3"
347.299999999988,"3"
313.299999999988,"3"
329,"3"
309.099999999977,"3"
357,"3"
348.799999999988,"3"
570.699999999953,"3"
686.299999999988,"1"
800.199999999953,"1"
144,"1"
591.900000000023,"1"
845.400000000023,"1"
841.400000000023,"1"
71.0999999999767,"1"
416.599999999977,"2"
460.599999999977,"2"
376.599999999977,"2"
376.400000000023,"2"
320.399999999907,"2"
356.399999999907,"2"
392.199999999953,"2"
372.199999999953,"2"
392.199999999953,"2"
383.899999999907,"2"
375.899999999907,"2"
321.699999999953,"2"
631.599999999977,"2"
395.5,"2"
335.399999999907,"2"
445.399999999907,"2"
657.400000000023,"2"
832.900000000023,"1"
857,"1"
692.600000000093,"1"
70.5,"1"
114.400000000023,"1"
353.300000000047,"3"
289.300000000047,"3"
327.199999999953,"3"
303.099999999977,"3"
149,"3"
120.900000000023,"3"
246.800000000047,"3"
160.70000000007,"3"
404.800000000047,"3"
340.599999999977,"3"
96.5999999999767,"3"
228.5,"3"
128.400000000023,"3"
236.5,"3"
156.5,"3"
64.0999999999767,"3"
263.900000000023,"3"
461.699999999953,"2"
377.5,"2"
331.400000000023,"2"
663.400000000023,"2"
371.199999999953,"2"
361.099999999977,"2"
305.099999999977,"2"
501.099999999977,"2"
345,"2"
340.900000000023,"2"
250.900000000023,"2"
238.900000000023,"2"
452.800000000047,"2"
544.599999999977,"2"
342.5,"2"
410.5,"2"
294.5,"2"
382.400000000023,"2"
816.199999999953,"1"
532,"1"
304,"1"
495.800000000047,"1"
445.699999999953,"1"
317.699999999953,"1"
349.599999999977,"1"
483.5,"1"
323.300000000047,"1"
501.199999999953,"1"
675.199999999953,"1"
301,"1"
688.900000000023,"1"
584.899999999907,"1"
636.79999999993,"1"
760.599999999977,"1"
516.699999999953,"1"
344.599999999977,"1"
422.5,"3"
348.29999999993,"3"
306.199999999953,"3"
302.099999999977,"3"
276.099999999977,"3"
264,"3"
223.79999999993,"3"
163.79999999993,"3"
283.79999999993,"3"
483.599999999977,"3"
83.2999999999302,"3"
321.099999999977,"3"
247,"3"
299,"3"
388.699999999953,"3"
316.699999999953,"3"
250.599999999977,"3"
136.599999999977,"3"
242.29999999993,"3"
66.2999999999302,"3"
344.29999999993,"3"
470.199999999953,"3"
196.100000000093,"3"
392,"3"
65.7999999999302,"3"
169.699999999953,"3"
109.70000000007,"3"
215.600000000093,"3"
255.600000000093,"3"
197.29999999993,"3"
573.100000000093,"1"
316.899999999907,"1"
345,"1"
334.800000000047,"1"
396.800000000047,"1"
344.600000000093,"1"
344.600000000093,"1"
426.5,"1"
474.399999999907,"1"
374.300000000047,"1"
302.20000000007,"1"
476.300000000047,"1"
330.100000000093,"1"
414,"1"
353.900000000023,"1"
633.900000000023,"1"
421.70000000007,"1"
114.90000000014,"2"
820.40000000014,"2"
868.399999999907,"2"
389.799999999814,"3"
249.699999999953,"3"
213.699999999953,"3"
329.59999999986,"3"
187.59999999986,"3"
319.5,"3"
239.299999999814,"3"
291.199999999953,"3"
281.09999999986,"3"
305,"3"
661.09999999986,"3"
426.899999999907,"3"
344.899999999907,"3"
620.799999999814,"3"
890.699999999953,"3"
292.800000000047,"3"
402.600000000093,"3"
354.5,"3"
777.800000000047,"1"
619.600000000093,"1"
597.399999999907,"1"
418.5,"2"
358.399999999907,"2"
298.5,"2"
344.199999999953,"2"
286.200000000186,"2"
394,"2"
286,"2"
279.800000000047,"2"
341.800000000047,"2"
281.700000000186,"2"
265.700000000186,"2"
267.600000000093,"2"
401.5,"2"
451.40000000014,"2"
359.199999999953,"2"
420.899999999907,"2"
390.800000000047,"2"
530.699999999953,"2"
364.699999999953,"2"
906.5,"2"
218.40000000014,"2"
186.300000000047,"2"
308.300000000047,"2"
234.199999999953,"2"
342.09999999986,"2"
286,"2"
395.800000000047,"2"
605.699999999953,"2"
395.59999999986,"2"
327.59999999986,"2"
301.5,"2"
187.5,"2"
369.199999999953,"1"
599.199999999953,"1"
371.09999999986,"1"
417,"1"
292.899999999907,"1"
484.799999999814,"1"
450.59999999986,"1"
414.5,"1"
572.5,"1"
400.299999999814,"1"
534.199999999953,"1"
586.299999999814,"1"
502.09999999986,"1"
516.199999999953,"1"
410,"1"
593.899999999907,"1"
601.699999999953,"3"
321.600000000093,"3"
493.5,"3"
297.5,"3"
391.199999999953,"3"
455.09999999986,"3"
395.199999999953,"3"
323,"3"
430.800000000047,"3"
390.800000000047,"3"
372.800000000047,"3"
408.699999999953,"3"
396.699999999953,"3"
296.5,"3"
348.5,"3"
332.399999999907,"3"
318.199999999953,"3"
757.200000000012,"2"
475.100000000006,"2"
444.600000000006,"2"
372.400000000009,"2"
485.399999999994,"1"
711.299999999988,"1"
821.199999999983,"1"
445.100000000006,"1"
361,"1"
433,"1"
614.899999999994,"1"
346.699999999983,"1"
520.699999999983,"1"
556.5,"1"
666.399999999994,"1"
862.399999999994,"1"
552.199999999983,"1"
542.199999999983,"1"
462,"1"
501.699999999983,"3"
121.600000000006,"3"
245.600000000006,"3"
155.399999999994,"3"
511.399999999994,"3"
287.199999999983,"3"
243.100000000006,"3"
257.100000000006,"3"
184.899999999994,"3"
228.899999999994,"3"
162.899999999994,"3"
128.699999999983,"3"
308.799999999988,"3"
66.7000000000116,"3"
804.5,"3"
146.299999999988,"3"
247.899999999994,"3"
271.899999999994,"3"
221.799999999988,"3"
107.700000000012,"3"
277.700000000012,"3"
229.599999999977,"3"
83.5,"3"
65.2999999999884,"3"
159.200000000012,"3"
299.299999999988,"3"
208.900000000023,"3"
332.900000000023,"3"
348.799999999988,"3"
304.799999999988,"3"
242.699999999953,"3"
106.699999999953,"3"
112.599999999977,"3"
694.399999999965,"3"
450.299999999988,"2"
164.099999999977,"2"
132.100000000035,"2"
117.800000000047,"2"
371.800000000047,"2"
511.700000000012,"2"
159.599999999977,"2"
419.600000000035,"2"
139.599999999977,"2"
233.400000000023,"2"
311.299999999988,"2"
165.099999999977,"2"
361,"2"
281,"2"
486.900000000023,"2"
298.900000000023,"2"
162.799999999988,"2"
836.5,"1"
388.400000000023,"1"
408.400000000023,"1"
350.200000000012,"1"
300,"1"
536.099999999977,"1"
353.899999999965,"1"
589.799999999988,"1"
305.899999999965,"1"
221.799999999988,"1"
381.799999999988,"1"
331.599999999977,"1"
457.5,"1"
445.5,"1"
553.299999999988,"1"
777.199999999953,"1"
469,"1"
576.799999999988,"2"
298.699999999953,"2"
622.5,"2"
120.700000000012,"2"
118.399999999965,"2"
62.4000000000233,"2"
336.100000000035,"2"
70.1000000000349,"2"
505.799999999988,"2"
249.699999999953,"2"
183.700000000012,"2"
397.5,"2"
401.299999999988,"2"
263.5,"2"
227.199999999953,"2"
281.299999999988,"2"
191.200000000012,"2"
63,"3"
112.900000000023,"3"
254.799999999988,"3"
250.799999999988,"3"
302.600000000035,"3"
272.5,"3"
366.400000000023,"3"
222.299999999988,"3"
138.299999999988,"3"
112.099999999977,"3"
228.200000000012,"3"
138,"3"
129.899999999907,"3"
150,"3"
181.70000000007,"3"
125.600000000093,"3"
267.5,"3"
839.20000000007,"1"
282.599999999977,"1"
340.400000000023,"1"
568.300000000047,"1"
271.400000000023,"2"
419.300000000047,"2"
303.300000000047,"2"
253.099999999977,"2"
219,"2"
166.79999999993,"2"
290.79999999993,"2"
460.79999999993,"2"
394.699999999953,"2"
414.599999999977,"2"
182.5,"2"
256.400000000023,"2"
278.29999999993,"2"
328.199999999953,"2"
236.199999999953,"2"
252,"2"
228,"2"
415.5,"1"
617.29999999993,"1"
621.29999999993,"1"
727.199999999953,"1"
707.099999999977,"1"
461,"1"
546.899999999907,"1"
646.899999999907,"1"
618.899999999907,"1"
558.699999999953,"1"
530.599999999977,"1"
552.599999999977,"1"
692.599999999977,"1"
568.599999999977,"1"
520.5,"1"
596.300000000047,"1"
624.099999999977,"1"
834.099999999977,"1"
483.800000000047,"3"
431.699999999953,"3"
269.699999999953,"3"
125.5,"3"
459.400000000023,"3"
479.400000000023,"3"
409.300000000047,"3"
461.20000000007,"3"
319,"3"
482.900000000023,"3"
