"rt","tgt_pos"
655.399999999907,"2"
409.399999999907,"2"
535.300000000047,"2"
537.199999999953,"2"
613.09999999986,"2"
813,"2"
523.699999999997,"2"
583.599999999999,"2"
601.5,"2"
481.400000000009,"2"
511.200000000012,"2"
795.200000000012,"2"
335.200000000012,"2"
379.200000000012,"2"
465,"2"
493,"2"
354.900000000009,"2"
398.799999999988,"2"
460.699999999997,"2"
824.600000000006,"2"
452.5,"2"
388.599999999991,"2"
734.100000000006,"3"
504.100000000006,"3"
356.099999999991,"3"
314,"3"
241.799999999988,"3"
531.699999999997,"3"
357.600000000006,"3"
361.5,"3"
147.399999999994,"3"
423.299999999988,"3"
427.299999999988,"3"
327.100000000006,"3"
347.100000000006,"3"
361,"3"
255,"3"
122.799999999988,"3"
646.199999999983,"1"
823.399999999994,"1"
471.199999999983,"1"
468.799999999988,"2"
716.600000000006,"2"
316.5,"2"
252.399999999994,"2"
308.199999999983,"2"
368.199999999983,"2"
140.200000000012,"2"
259.900000000023,"2"
347.900000000023,"2"
493.900000000023,"2"
401.900000000023,"2"
291.700000000012,"2"
335.599999999977,"2"
259.5,"2"
809.599999999977,"2"
505,"3"
573.099999999977,"3"
900.700000000012,"3"
688.700000000012,"3"
526.700000000012,"3"
854.600000000035,"3"
902.600000000035,"3"
654.5,"3"
672.300000000047,"3"
792.300000000047,"3"
550.100000000035,"3"
444,"3"
467.900000000023,"3"
493.800000000047,"3"
513.600000000035,"1"
711.400000000023,"1"
645.200000000012,"1"
769.200000000012,"1"
737.200000000012,"1"
703.200000000012,"1"
524.800000000047,"1"
706.700000000012,"1"
688.599999999977,"1"
486.400000000023,"1"
600.299999999988,"1"
718.299999999988,"1"
845.400000000023,"2"
163.199999999953,"2"
59.5999999999767,"1"
333.5,"1"
321.5,"1"
546.699999999953,"3"
362.5,"3"
368.399999999907,"3"
448.199999999953,"3"
466.199999999953,"3"
256.099999999977,"3"
322,"3"
582.100000000093,"3"
245.899999999907,"3"
201.79999999993,"3"
269.79999999993,"3"
217.79999999993,"3"
157.699999999953,"3"
213.800000000047,"3"
577.5,"3"
273.400000000023,"3"
526.800000000047,"2"
730.70000000007,"2"
510.70000000007,"2"
492.5,"2"
650.400000000023,"2"
492.300000000047,"2"
610.099999999977,"2"
437.900000000023,"2"
543.900000000023,"2"
587.300000000047,"1"
423.199999999953,"1"
508.900000000023,"1"
658.900000000023,"1"
310.599999999977,"1"
728.599999999977,"1"
748.599999999977,"1"
552.599999999977,"1"
380.599999999977,"1"
636.400000000023,"1"
594.5,"1"
392.400000000023,"1"
388.300000000047,"1"
512.199999999953,"1"
472,"1"
397.5,"3"
441.599999999977,"3"
229.5,"3"
201.5,"3"
179.5,"3"
527.400000000023,"3"
367.199999999953,"3"
251.099999999977,"3"
257,"3"
193,"3"
420.79999999993,"3"
202.900000000023,"3"
176.79999999993,"3"
292.699999999953,"3"
218.699999999953,"3"
156.599999999977,"3"
202.5,"3"
282.399999999907,"3"
449.899999999907,"1"
517.79999999993,"1"
499.699999999953,"1"
667.599999999977,"1"
851.599999999977,"1"
641.29999999993,"1"
603.20000000007,"1"
737.099999999977,"1"
410.899999999907,"1"
566.899999999907,"1"
502.800000000047,"1"
578.599999999977,"1"
556.100000000093,"2"
533.899999999907,"2"
722,"2"
779.900000000023,"2"
577.800000000047,"2"
537.800000000047,"2"
321.800000000047,"2"
307.600000000093,"2"
345.5,"2"
437.400000000023,"2"
325.20000000007,"2"
699.099999999977,"2"
633,"2"
546.900000000023,"2"
438.900000000023,"2"
452.900000000023,"2"
642.800000000047,"2"
510.20000000007,"3"
364.20000000007,"3"
442.099999999977,"3"
670.099999999977,"3"
516,"3"
487.70000000007,"3"
643.70000000007,"3"
389.70000000007,"3"
627.599999999977,"3"
503.5,"3"
505.300000000047,"3"
457.199999999953,"3"
695,"3"
690.5,"3"
594.400000000023,"3"
550.300000000047,"3"
568.099999999977,"3"
686,"3"
603.900000000023,"3"
617.900000000023,"3"
853.800000000047,"3"
563.5,"3"
439.300000000047,"3"
443.300000000047,"3"
605.199999999953,"3"
445.100000000093,"3"
467.100000000093,"3"
809,"3"
424.700000000186,"1"
402.5,"1"
538.5,"1"
870.300000000047,"1"
908.200000000186,"1"
432.100000000093,"1"
511.800000000047,"1"
529,"2"
492.899999999907,"2"
402.700000000186,"2"
544.699999999953,"2"
278.59999999986,"2"
386.5,"2"
814.399999999907,"2"
428.399999999907,"2"
460.300000000047,"2"
343.699999999953,"2"
339.600000000093,"2"
372.90000000014,"2"
318.800000000047,"2"
412.800000000047,"2"
458.699999999953,"2"
220.600000000093,"2"
596.40000000014,"2"
186.40000000014,"2"
336.300000000047,"2"
106.199999999953,"2"
712.100000000093,"2"
473.800000000047,"2"
305.699999999953,"2"
429.699999999953,"2"
581.5,"3"
539.40000000014,"3"
705.40000000014,"3"
461.40000000014,"3"
281.200000000186,"3"
339.200000000186,"3"
409.100000000093,"3"
504.90000000014,"3"
308.90000000014,"3"
378.800000000047,"3"
358.700000000186,"3"
476.700000000186,"3"
532.5,"3"
328.5,"3"
352.40000000014,"3"
384.200000000186,"3"
558.100000000093,"3"
127.09999999986,"1"
709,"1"
226.899999999907,"1"
710.699999999953,"1"
102.699999999953,"1"
90.5999999998603,"1"
535.199999999953,"1"
384.90000000014,"1"
516.90000000014,"1"
294.800000000047,"1"
378.800000000047,"1"
748.699999999953,"1"
570.799999999814,"1"
254.5,"1"
386.5,"1"
382.40000000014,"1"
544.399999999907,"1"
344.199999999953,"1"
440.199999999953,"1"
688,"1"
441.800000000047,"1"
457.299999999814,"3"
449.199999999953,"3"
173.299999999814,"3"
297.199999999953,"3"
438.899999999907,"3"
318.899999999907,"3"
466.799999999814,"3"
418.699999999953,"3"
510.699999999953,"3"
366.59999999986,"3"
644.5,"3"
408.399999999907,"3"
172.5,"3"
568.399999999907,"3"
380.199999999953,"3"
572.199999999953,"3"
206,"3"
495.300000000047,"2"
649.100000000093,"2"
737.100000000093,"2"
659,"2"
472.800000000047,"2"
476.699999999953,"2"
608.600000000093,"2"
684.5,"2"
526.200000000186,"2"
494.100000000093,"2"
668.100000000093,"2"
496,"2"
551.90000000014,"2"
392.199999999997,"2"
428.199999999997,"2"
360.100000000006,"2"
566,"2"
435.800000000003,"2"
487.800000000003,"2"
835.699999999997,"2"
381.5,"2"
611.5,"2"
631.5,"2"
607.5,"2"
593.300000000003,"2"
487.300000000003,"2"
473.100000000006,"2"
349.100000000006,"2"
517,"2"
624.800000000003,"3"
384.699999999997,"3"
500.599999999977,"3"
360.599999999977,"3"
478.299999999988,"3"
606.299999999988,"3"
682.199999999983,"3"
594,"3"
870,"3"
453.900000000023,"3"
819.900000000023,"3"
519.800000000017,"3"
531.900000000023,"3"
471.799999999988,"3"
835.600000000006,"3"
451.600000000006,"3"
445.400000000023,"3"
441.199999999983,"1"
503.199999999983,"1"
523.099999999977,"1"
545,"1"
520.899999999994,"1"
668.899999999994,"1"
508.899999999994,"1"
770.699999999983,"1"
