"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0126997069529806,1030535152,-0.0239695088903928,-0.00748504327144007,4.88824997244704e-06
"transitional probability",0.0122108214725012,368940158,0.020325961884034,0.0425480898782922,4.18826091525056e-08
"word identity",0.000271049598364659,1044839431,-0.00461165560088056,2.1548879269652e-06,0.319841604012301
"duplets",-0.0610837271663209,113743641,-0.101747441068416,-0.0715300301019667,1.72962907935757e-42
