"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0155339215060271,4461851962,0.0076509788744026,0.0147822816587627,3.39178366967376e-12
"transitional probability",0.0471302875231649,1249108482,0.0593039573601245,0.0696523927554556,5.19619656285229e-138
"word identity",0.000199680125370113,4356942737,-0.00467791233343476,-1.18569642531526e-05,0.0440778032712551
"duplets",0.00980621822337144,487315553.5,-0.00296327501641063,0.00455703528614699,0.791235926403914
