"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0278170077325068,4304511037,0.0110527938819816,0.0183649307188935,6.62981986029263e-18
"transitional probability",0.0707660513035334,1210836310,0.0699070837079948,0.0793593969870464,3.38821817168145e-177
"word identity",-0.000850042338373188,4183777179,-0.00478647166249123,4.98412388184138e-05,0.0701353216958571
"duplets",0.0317423213665367,468156710.5,-0.00391458315568618,0.00450186087362991,0.941457213354726
