"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0241429075273429,2058460487.5,-0.0309523143203001,-0.0238673129107765,1.38756271029188e-51
"transitional probability",-0.049871198991722,505344225,-0.0617325821524491,-0.0516269888065879,1.1207193151239e-104
"word identity",-0.00018333650330804,2174733721.5,-0.00428989692795803,0.00272782942529253,0.664976175849758
"duplets",0.00698202653657898,246550110.5,0.00280505983717035,0.0150186084298819,0.00418116446734763
