"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0748478850669521,2281927762,0.0396382476919673,0.0475868789668551,2.13478071074041e-102
"transitional probability",0.0969884788041533,630486251,0.0785581253699786,0.0900872183887207,4.86551178169699e-177
"word identity",-0.00117933821627768,2105070246.5,-0.00362218144292397,0.00410623963629123,0.90173425908323
"duplets",0.0605035004694845,233908076.5,-0.0117577443945859,0.00182443073865877,0.151836585622313
