"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0217050658706226,2314114551,0.0255950852562999,0.0327163073792276,9.74856220787576e-58
"transitional probability",0.0489703639021974,637421380,0.0522077580414541,0.0623623369711094,3.23796818141165e-107
"word identity",0.00148104930583181,2170337700,-0.00520984410578473,0.00182308302861275,0.347856932716122
"duplets",-0.00129214043610375,239227282.5,-0.0122899396868422,-5.05312486869559e-05,0.0486069217450528
