"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0239085416487743,2054598900,-0.0314559187891694,-0.024388260499597,7.10453812077341e-54
"transitional probability",-0.0525299717309899,503303205,-0.0630202653266868,-0.0529807762788981,4.90392104531953e-111
"word identity",0.000317118920646564,2163309429.5,-0.00643021718175248,0.000643095263574232,0.110704696901731
"duplets",-4.52255758841558e-05,244078545,-0.00185142719105743,0.0103903580654668,0.172752652211682
