"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0257180340691912,2058492816.5,-0.0308723574737576,-0.0237952265926562,1.88470225095088e-51
"transitional probability",-0.0475668517969741,503430965,-0.0635290436146142,-0.0533843148955232,5.6437905278325e-111
"word identity",-0.00010375564981846,2168765545,-0.00536611431851573,0.00165300711601977,0.303952482886887
"duplets",0.00122855796988008,245199532,0.000304243611837005,0.0125708188759393,0.0392778145452606
