"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.074200408082932,2290878211.5,0.0419430579527729,0.049858215508762,1.394803443556e-114
"transitional probability",0.0760933285916002,635078676,0.0831833819962939,0.0947017295446519,5.86767766089393e-197
"word identity",0.00525387831432748,2102211621,-0.00409859811845211,0.00369807324153603,0.923746635609578
"duplets",0.0710667972012708,232661456,-0.0146995915406002,-0.00106166093508487,0.0229864984497254
