"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0252886858067604,2289015401,0.0197355435899606,0.0268324465687402,5.54049465232358e-38
"transitional probability",0.047738718486922,639015966,0.0540184302892079,0.0641828040400455,2.97904681758292e-112
"word identity",0.000526146099733048,2168249419.5,-0.00531957891415239,0.00169685003828102,0.314458099974887
"duplets",0.00193743214126911,238162573,-0.0138496389551427,-0.00164380815295852,0.0131913762018636
