"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0198315713980768,492886757.5,-0.00259253863107447,0.0142558893721072,0.174445026157609
"transitional probability",-0.101919450875564,178247667,-0.0825796411256841,-0.0610748442359486,2.21315451115662e-39
"word identity",0.00470940042596535,486815333,-0.00889538181772842,0.00746960551541234,0.864438049932132
"duplets",0.0242136520824612,57733606,0.0149932930358308,0.0427424654543625,4.47521392660415e-05
