"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0236044864765877,2300248762,0.0223447341111459,0.0294817642086023,3.36887149212915e-46
"transitional probability",0.054301436471169,639683997,0.0541242238464963,0.0642401791207908,1.08947444796163e-114
"word identity",0.0007391907683378,2182621932.5,-0.00239733747141522,0.00463260261675691,0.534179557235368
"duplets",-0.00501215807983354,236524208,-0.0164861264602769,-0.00426508608119052,0.000871586556995317
