"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0177019166678165,495673247.5,0.00168136012808557,0.0184028367719404,0.0185765861213001
"transitional probability",-0.105158131379945,178722463,-0.081193791116046,-0.0595970563830276,2.14585218501798e-37
"word identity",0.00107961598687067,484744555.5,-0.00905145771896103,0.00734191245273091,0.838736571659447
"duplets",0.0266010655391848,58248611,0.0204431008954032,0.0484192080150949,1.39028533187927e-06
