"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.076234012254866,2286937272,0.0409093181951856,0.0487978204418479,5.92080701868025e-110
"transitional probability",0.0768108445537238,631875791,0.0790899334178826,0.090499979129895,5.9333144386503e-183
"word identity",-0.00508356041328001,2123351726.5,0.000959940403110526,0.00878707496551448,0.0145713015574883
"duplets",0.0760914625335173,235091848,-0.00927455547651323,0.00439411595410696,0.482981595810464
