"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0733878335251942,2279602517,0.039170288690105,0.0470848077118888,3.16858364118428e-101
"transitional probability",0.101468060638916,633316809,0.0804441910613158,0.0918559477914837,3.4420258330686e-189
"word identity",-0.00463748070413911,2093285427.5,-0.00649384218200229,0.00127989091984843,0.189683014643303
"duplets",0.0713988694771109,228637480,-0.0233346630210894,-0.00974362773639364,1.89896509555749e-06
