"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0275827671550785,2070926890,-0.0282074598035923,-0.0210832030091175,5.1164802874163e-42
"transitional probability",-0.0475099939262283,503962295,-0.0625478185574776,-0.0524428869645689,5.49749145034054e-109
"word identity",-0.00102852925059649,2180673863,-0.00239859863279651,0.00459997511580991,0.540485617328511
"duplets",0.00476545610372581,247972663,0.00533526717678667,0.0175530102499677,0.000240570214537423
