"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0159923241720683,498310910,0.00691404874893519,0.0238126063394387,0.000369012917472648
"transitional probability",-0.103041300962915,178727120,-0.0809556170179823,-0.0593936250305651,2.24296040534563e-37
"word identity",0.00119496546858056,485768559.5,-0.00844740911471768,0.00800949236723881,0.959316973800548
"duplets",0.0295273928480217,57715243,0.0149870272423682,0.0430684839343774,4.88366528049147e-05
