"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0802592771062559,2264992767,0.0352339980833237,0.0431744695471285,8.32355783601592e-84
"transitional probability",0.0841658983809463,630753446,0.0784184715650729,0.089896622501045,3.61052514157781e-178
"word identity",-0.00226438462010965,2096182365.5,-0.00541938637061121,0.00233381055523097,0.439241285786031
"duplets",0.0729781316317037,233889924.5,-0.011407675109283,0.00211779183609591,0.178103016100374
