"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.023896866009977,497335813,0.00405354066837831,0.0210456363527142,0.00375787209681934
"transitional probability",-0.0972508786813627,179982457,-0.0761087929506952,-0.0544502022051462,2.21644104195544e-32
"word identity",-0.00225273788047109,488204248,-0.00480834522961046,0.0116192377173101,0.417469324443899
"duplets",0.0412154685173876,56493968.5,-0.000837771427152743,0.0272623856494953,0.0660527357184838
