"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0720953389359507,2283599216,0.0399934311602101,0.0478923104587889,3.72519546000003e-105
"transitional probability",0.0763501938514049,633926520,0.0804452871107819,0.0917388876054755,7.35089024009591e-192
"word identity",-0.00189090849147472,2111796360,-0.00162312810187486,0.00619399373904617,0.249614125148702
"duplets",0.0616168545726918,233097247.5,-0.0133164782312542,0.000251304906550916,0.0593106074368661
