"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0239494904708518,2062125430.5,-0.030052204397762,-0.0229403595308278,1.59345005559096e-48
"transitional probability",-0.0507350453644052,501038870,-0.0655637690956287,-0.0554477691678191,7.74443128469468e-119
"word identity",-0.00121645176269225,2177373354,-0.00354408144643768,0.00346780710663567,0.982661118653665
"duplets",0.00774425134143264,247270505.5,0.00415141593085445,0.0163815554889047,0.000970588375276228
