"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0237850544574105,2306542668,0.0238006084228473,0.0308579586857741,9.69965068150811e-52
"transitional probability",0.0471334965024461,641747160,0.0564474684132832,0.0666258374237261,1.44780593325734e-121
"word identity",-0.000942540627688303,2170172167.5,-0.00521328035899173,0.00181020146777055,0.346243630336504
"duplets",0.00341177408314673,237458521.5,-0.0155695560507611,-0.00326434618467818,0.00269755309507342
