"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0266588586188894,2053427669,-0.031652729482908,-0.0245834212221064,1.66202883531951e-54
"transitional probability",-0.0488166370107004,504117717,-0.0630243130083805,-0.0528490100508497,5.61456973945246e-109
"word identity",0.00117107160660235,2188293786.5,-0.000835577865479758,0.00619321371949873,0.136951595571662
"duplets",0.00230443142420145,244141811.5,-0.00193772258407717,0.0102755449264802,0.178935210931837
