"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0813106013373176,2280513664.5,0.0388545048944071,0.0466951493097686,3.75024027145002e-101
"transitional probability",0.091650429171392,632231715,0.0789809148455089,0.0903247327099847,1.74873641121334e-184
"word identity",-0.00725860904623105,2107550611,-0.00293322834048263,0.00490078916397264,0.624169026220337
"duplets",0.0601796933342253,231233726.5,-0.0177791606928427,-0.00412357374123391,0.0016733839069789
