"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.023614856771078,2314124835,0.0253355494363891,0.0324292039758911,3.61260147925e-57
"transitional probability",0.050334282857842,636655599,0.0516958638160666,0.0618933244082247,1.22791326349563e-104
"word identity",0.000687929781396097,2180252368.5,-0.00279301928622433,0.00422635617619163,0.691980316323639
"duplets",-0.00173251480975764,238569590.5,-0.0130658662711819,-0.000832564049572757,0.0263027271453365
