"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0266786232785658,2294780173.5,0.0210613864251539,0.0281856744138588,6.41628570194649e-42
"transitional probability",0.0486854258037094,641862167,0.0561643878337819,0.0662702117847151,4.8186281805575e-122
"word identity",0.00134765201429494,2169573437.5,-0.00496638319041739,0.0020653774136519,0.420595079096953
"duplets",-0.00709256260955503,240095756,-0.00983393749694707,0.00244608290471476,0.237783653357959
