"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0242976066688163,2297920557,0.0215327559284209,0.0286113903635263,5.43273744871838e-44
"transitional probability",0.0482140216935848,642459632,0.057071609961482,0.0672199029368684,3.63307328108865e-124
"word identity",0.0010384150737687,2174725425.5,-0.00420883317751789,0.00282616268234637,0.701648195824371
"duplets",-0.00523327611659113,238198636.5,-0.0136469740743919,-0.00144853089583965,0.0152368899377849
