"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0204233273774619,495702403,0.00131316851495439,0.0182830097113675,0.0235112252300245
"transitional probability",-0.102802727611158,179083592,-0.0797596060849628,-0.0581280248121458,6.4117168964661e-36
"word identity",-0.00956667169302605,485134306,-0.0105395362869652,0.00595880246614863,0.586714564001195
"duplets",0.0346563724904461,57394415.5,0.0103108893669795,0.0384660364058223,0.000692322433597061
