"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.015062077893099,491847148.5,-0.00487014638949604,0.0120241026675986,0.406255758065767
"transitional probability",-0.0997501107518566,179365676,-0.0787735515221695,-0.0570460615236043,8.66982530862627e-35
"word identity",-0.000440863123179369,491166741,-0.000874668549380183,0.0155419147252396,0.0810331014840485
"duplets",0.0435726878289635,57772655,0.0165626097302392,0.0448369231991317,2.06246505717599e-05
