"test","mean","w","CI.low","CI.hi","p"
"ordinal position",-0.0230450518877248,2056441780.5,-0.0311396789374421,-0.0240916503763357,5.88305103453505e-53
"transitional probability",-0.0493179055031809,502839428,-0.0641084750785895,-0.0539678315513933,3.53938931283113e-113
"word identity",3.8447056216695e-05,2176502745.5,-0.00366844761046021,0.0033238139751889,0.925504435224951
"duplets",0.00840007427537082,244785577,-0.000740047288277899,0.0114916178799608,0.0853094041397698
