"test","mean","w","CI.low","CI.hi","p"
"ordinal position",0.0773414224367295,2269597921,0.0364612536652892,0.0443890851476546,2.38527288105596e-89
"transitional probability",0.107112825375167,631247202,0.0783744374091187,0.0897763401801917,2.88864100127305e-180
"word identity",-0.000807466407517651,2108401000.5,-0.00244352099212185,0.00538531774210877,0.463251510388805
"duplets",0.0625373419745574,231514529.5,-0.0160279895362951,-0.00246829025990938,0.00736974299051309
